ID	Time	DS	Capture name
Ind. 119	20	I	Cap:t=20
Ind. 120	20	I	Cap:t=20
Ind. 125	20	I	Cap:t=20
Ind. 127	20	S	Cap:t=20
Ind. 130	20	I	Cap:t=20
Ind. 138	20	S	Cap:t=20
Ind. 144	20	S	Cap:t=20
Ind. 151	20	S	Cap:t=20
Ind. 153	20	I	Cap:t=20
Ind. 165	20	I	Cap:t=20
Ind. 169	20	I	Cap:t=20
Ind. 175	20	I	Cap:t=20
Ind. 176	20	I	Cap:t=20
Ind. 180	20	I	Cap:t=20
Ind. 181	20	I	Cap:t=20
Ind. 186	20	I	Cap:t=20
Ind. 189	20	I	Cap:t=20
Ind. 197	20	I	Cap:t=20
Ind. 202	20	I	Cap:t=20
Ind. 204	20	S	Cap:t=20
Ind. 212	20	S	Cap:t=20
Ind. 219	20	I	Cap:t=20
Ind. 220	20	I	Cap:t=20
Ind. 231	20	S	Cap:t=20
Ind. 242	20	I	Cap:t=20
Ind. 252	20	S	Cap:t=20
Ind. 253	20	I	Cap:t=20
Ind. 257	20	S	Cap:t=20
Ind. 262	20	I	Cap:t=20
Ind. 268	20	I	Cap:t=20
Ind. 269	20	S	Cap:t=20
Ind. 271	20	I	Cap:t=20
Ind. 276	20	I	Cap:t=20
Ind. 280	20	I	Cap:t=20
Ind. 284	20	I	Cap:t=20
Ind. 290	20	I	Cap:t=20
Ind. 292	20	S	Cap:t=20
Ind. 294	20	S	Cap:t=20
Ind. 295	20	S	Cap:t=20
Ind. 296	20	S	Cap:t=20
Ind. 299	20	S	Cap:t=20
Ind. 300	20	S	Cap:t=20
Ind. 301	20	S	Cap:t=20
Ind. 304	20	I	Cap:t=20
Ind. 308	20	S	Cap:t=20
Ind. 313	20	I	Cap:t=20
Ind. 314	20	S	Cap:t=20
Ind. 315	20	S	Cap:t=20
Ind. 317	20	S	Cap:t=20
Ind. 319	20	S	Cap:t=20
Ind. 324	20	S	Cap:t=20
Ind. 328	20	S	Cap:t=20
Ind. 330	20	S	Cap:t=20
Ind. 331	20	S	Cap:t=20
Ind. 339	20	S	Cap:t=20
Ind. 341	20	S	Cap:t=20
Ind. 342	20	S	Cap:t=20
Ind. 1	25	I	Cap:t=25
Ind. 6	25	S	Cap:t=25
Ind. 16	25	S	Cap:t=25
Ind. 19	25	S	Cap:t=25
Ind. 24	25	I	Cap:t=25
Ind. 47	25	I	Cap:t=25
Ind. 61	25	I	Cap:t=25
Ind. 69	25	I	Cap:t=25
Ind. 81	25	S	Cap:t=25
Ind. 100	25	I	Cap:t=25
Ind. 106	25	I	Cap:t=25
Ind. 121	25	I	Cap:t=25
Ind. 124	25	S	Cap:t=25
Ind. 135	25	I	Cap:t=25
Ind. 169	25	I	Cap:t=25
Ind. 176	25	I	Cap:t=25
Ind. 195	25	I	Cap:t=25
Ind. 202	25	I	Cap:t=25
Ind. 204	25	S	Cap:t=25
Ind. 208	25	S	Cap:t=25
Ind. 211	25	I	Cap:t=25
Ind. 219	25	S	Cap:t=25
Ind. 239	25	I	Cap:t=25
Ind. 253	25	I	Cap:t=25
Ind. 261	25	S	Cap:t=25
Ind. 271	25	S	Cap:t=25
Ind. 272	25	S	Cap:t=25
Ind. 276	25	S	Cap:t=25
Ind. 280	25	I	Cap:t=25
Ind. 295	25	S	Cap:t=25
Ind. 296	25	S	Cap:t=25
Ind. 299	25	S	Cap:t=25
Ind. 300	25	S	Cap:t=25
Ind. 307	25	S	Cap:t=25
Ind. 309	25	S	Cap:t=25
Ind. 315	25	S	Cap:t=25
Ind. 320	25	S	Cap:t=25
Ind. 324	25	S	Cap:t=25
Ind. 325	25	S	Cap:t=25
Ind. 328	25	S	Cap:t=25
Ind. 335	25	S	Cap:t=25
Ind. 337	25	S	Cap:t=25
Ind. 339	25	S	Cap:t=25
Ind. 340	25	S	Cap:t=25
Ind. 344	25	S	Cap:t=25
Ind. 345	25	S	Cap:t=25
Ind. 346	25	S	Cap:t=25
Ind. 347	25	S	Cap:t=25
Ind. 348	25	I	Cap:t=25
Ind. 349	25	S	Cap:t=25
Ind. 351	25	I	Cap:t=25
Ind. 353	25	S	Cap:t=25
Ind. 355	25	S	Cap:t=25
Ind. 356	25	S	Cap:t=25
Ind. 357	25	S	Cap:t=25
Ind. 358	25	S	Cap:t=25
Ind. 360	25	I	Cap:t=25
Ind. 361	25	S	Cap:t=25
Ind. 364	25	S	Cap:t=25
Ind. 367	25	S	Cap:t=25
Ind. 369	25	S	Cap:t=25
Ind. 370	25	S	Cap:t=25
Ind. 371	25	S	Cap:t=25
Ind. 11	30	I	Cap:t=30
Ind. 19	30	I	Cap:t=30
Ind. 29	30	I	Cap:t=30
Ind. 56	30	I	Cap:t=30
Ind. 60	30	S	Cap:t=30
Ind. 61	30	I	Cap:t=30
Ind. 73	30	S	Cap:t=30
Ind. 74	30	I	Cap:t=30
Ind. 81	30	S	Cap:t=30
Ind. 97	30	I	Cap:t=30
Ind. 124	30	S	Cap:t=30
Ind. 125	30	I	Cap:t=30
Ind. 135	30	I	Cap:t=30
Ind. 144	30	S	Cap:t=30
Ind. 146	30	I	Cap:t=30
Ind. 158	30	S	Cap:t=30
Ind. 169	30	I	Cap:t=30
Ind. 175	30	S	Cap:t=30
Ind. 176	30	I	Cap:t=30
Ind. 190	30	S	Cap:t=30
Ind. 195	30	I	Cap:t=30
Ind. 202	30	I	Cap:t=30
Ind. 211	30	I	Cap:t=30
Ind. 212	30	S	Cap:t=30
Ind. 226	30	S	Cap:t=30
Ind. 249	30	I	Cap:t=30
Ind. 258	30	I	Cap:t=30
Ind. 261	30	I	Cap:t=30
Ind. 271	30	I	Cap:t=30
Ind. 282	30	I	Cap:t=30
Ind. 292	30	I	Cap:t=30
Ind. 294	30	I	Cap:t=30
Ind. 295	30	S	Cap:t=30
Ind. 299	30	S	Cap:t=30
Ind. 300	30	S	Cap:t=30
Ind. 304	30	I	Cap:t=30
Ind. 309	30	S	Cap:t=30
Ind. 313	30	S	Cap:t=30
Ind. 317	30	I	Cap:t=30
Ind. 320	30	I	Cap:t=30
Ind. 323	30	I	Cap:t=30
Ind. 328	30	S	Cap:t=30
Ind. 335	30	S	Cap:t=30
Ind. 336	30	S	Cap:t=30
Ind. 341	30	I	Cap:t=30
Ind. 348	30	I	Cap:t=30
Ind. 353	30	S	Cap:t=30
Ind. 356	30	S	Cap:t=30
Ind. 359	30	S	Cap:t=30
Ind. 360	30	S	Cap:t=30
Ind. 361	30	I	Cap:t=30
Ind. 363	30	S	Cap:t=30
Ind. 370	30	S	Cap:t=30
Ind. 373	30	I	Cap:t=30
Ind. 379	30	S	Cap:t=30
Ind. 380	30	I	Cap:t=30
Ind. 384	30	S	Cap:t=30
Ind. 389	30	S	Cap:t=30
Ind. 391	30	S	Cap:t=30
Ind. 393	30	S	Cap:t=30
Ind. 394	30	I	Cap:t=30
Ind. 397	30	S	Cap:t=30
Ind. 398	30	S	Cap:t=30
Ind. 399	30	S	Cap:t=30
Ind. 401	30	S	Cap:t=30
Ind. 402	30	S	Cap:t=30
Ind. 408	30	S	Cap:t=30
Ind. 412	30	S	Cap:t=30
Ind. 413	30	S	Cap:t=30
Ind. 414	30	S	Cap:t=30
Ind. 11	35	I	Cap:t=35
Ind. 16	35	I	Cap:t=35
Ind. 29	35	I	Cap:t=35
Ind. 74	35	I	Cap:t=35
Ind. 90	35	I	Cap:t=35
Ind. 102	35	S	Cap:t=35
Ind. 105	35	I	Cap:t=35
Ind. 119	35	I	Cap:t=35
Ind. 120	35	I	Cap:t=35
Ind. 124	35	S	Cap:t=35
Ind. 138	35	I	Cap:t=35
Ind. 153	35	S	Cap:t=35
Ind. 169	35	S	Cap:t=35
Ind. 174	35	I	Cap:t=35
Ind. 175	35	S	Cap:t=35
Ind. 186	35	S	Cap:t=35
Ind. 190	35	S	Cap:t=35
Ind. 220	35	I	Cap:t=35
Ind. 226	35	S	Cap:t=35
Ind. 253	35	S	Cap:t=35
Ind. 256	35	S	Cap:t=35
Ind. 262	35	S	Cap:t=35
Ind. 269	35	S	Cap:t=35
Ind. 271	35	I	Cap:t=35
Ind. 282	35	I	Cap:t=35
Ind. 291	35	I	Cap:t=35
Ind. 299	35	S	Cap:t=35
Ind. 303	35	S	Cap:t=35
Ind. 304	35	S	Cap:t=35
Ind. 315	35	I	Cap:t=35
Ind. 317	35	I	Cap:t=35
Ind. 323	35	I	Cap:t=35
Ind. 324	35	I	Cap:t=35
Ind. 336	35	S	Cap:t=35
Ind. 342	35	S	Cap:t=35
Ind. 356	35	I	Cap:t=35
Ind. 357	35	S	Cap:t=35
Ind. 361	35	I	Cap:t=35
Ind. 363	35	S	Cap:t=35
Ind. 366	35	I	Cap:t=35
Ind. 368	35	S	Cap:t=35
Ind. 370	35	I	Cap:t=35
Ind. 381	35	S	Cap:t=35
Ind. 387	35	I	Cap:t=35
Ind. 391	35	S	Cap:t=35
Ind. 393	35	S	Cap:t=35
Ind. 394	35	I	Cap:t=35
Ind. 395	35	S	Cap:t=35
Ind. 397	35	S	Cap:t=35
Ind. 399	35	S	Cap:t=35
Ind. 400	35	S	Cap:t=35
Ind. 402	35	I	Cap:t=35
Ind. 406	35	S	Cap:t=35
Ind. 408	35	S	Cap:t=35
Ind. 411	35	S	Cap:t=35
Ind. 414	35	S	Cap:t=35
Ind. 415	35	S	Cap:t=35
Ind. 416	35	S	Cap:t=35
Ind. 417	35	S	Cap:t=35
Ind. 418	35	S	Cap:t=35
Ind. 420	35	S	Cap:t=35
Ind. 423	35	S	Cap:t=35
Ind. 426	35	S	Cap:t=35
Ind. 428	35	S	Cap:t=35
Ind. 430	35	S	Cap:t=35
Ind. 432	35	S	Cap:t=35
Ind. 437	35	I	Cap:t=35
Ind. 438	35	S	Cap:t=35
Ind. 442	35	S	Cap:t=35
Ind. 445	35	S	Cap:t=35
Ind. 2	40	I	Cap:t=40
Ind. 5	40	I	Cap:t=40
Ind. 16	40	I	Cap:t=40
Ind. 19	40	I	Cap:t=40
Ind. 90	40	I	Cap:t=40
Ind. 102	40	S	Cap:t=40
Ind. 105	40	S	Cap:t=40
Ind. 124	40	S	Cap:t=40
Ind. 153	40	S	Cap:t=40
Ind. 158	40	S	Cap:t=40
Ind. 186	40	S	Cap:t=40
Ind. 191	40	I	Cap:t=40
Ind. 212	40	S	Cap:t=40
Ind. 220	40	S	Cap:t=40
Ind. 231	40	S	Cap:t=40
Ind. 239	40	I	Cap:t=40
Ind. 253	40	I	Cap:t=40
Ind. 256	40	S	Cap:t=40
Ind. 261	40	I	Cap:t=40
Ind. 269	40	S	Cap:t=40
Ind. 271	40	S	Cap:t=40
Ind. 289	40	I	Cap:t=40
Ind. 300	40	I	Cap:t=40
Ind. 303	40	S	Cap:t=40
Ind. 320	40	S	Cap:t=40
Ind. 328	40	S	Cap:t=40
Ind. 336	40	S	Cap:t=40
Ind. 339	40	I	Cap:t=40
Ind. 367	40	S	Cap:t=40
Ind. 368	40	I	Cap:t=40
Ind. 370	40	I	Cap:t=40
Ind. 386	40	I	Cap:t=40
Ind. 391	40	S	Cap:t=40
Ind. 393	40	S	Cap:t=40
Ind. 395	40	S	Cap:t=40
Ind. 397	40	S	Cap:t=40
Ind. 399	40	S	Cap:t=40
Ind. 401	40	S	Cap:t=40
Ind. 402	40	I	Cap:t=40
Ind. 408	40	S	Cap:t=40
Ind. 411	40	S	Cap:t=40
Ind. 416	40	S	Cap:t=40
Ind. 418	40	S	Cap:t=40
Ind. 425	40	S	Cap:t=40
Ind. 426	40	S	Cap:t=40
Ind. 431	40	S	Cap:t=40
Ind. 432	40	I	Cap:t=40
Ind. 433	40	I	Cap:t=40
Ind. 436	40	I	Cap:t=40
Ind. 437	40	I	Cap:t=40
Ind. 444	40	S	Cap:t=40
Ind. 447	40	S	Cap:t=40
Ind. 448	40	S	Cap:t=40
Ind. 449	40	S	Cap:t=40
Ind. 455	40	S	Cap:t=40
Ind. 460	40	S	Cap:t=40
Ind. 461	40	I	Cap:t=40
Ind. 463	40	S	Cap:t=40
Ind. 464	40	S	Cap:t=40
Ind. 466	40	S	Cap:t=40
Ind. 468	40	S	Cap:t=40
Ind. 471	40	S	Cap:t=40
Ind. 472	40	S	Cap:t=40
Ind. 474	40	S	Cap:t=40
Ind. 476	40	S	Cap:t=40
Ind. 6	45	I	Cap:t=45
Ind. 29	45	I	Cap:t=45
Ind. 102	45	S	Cap:t=45
Ind. 105	45	S	Cap:t=45
