ID	Time	DS test
Ind. 13	20	0
Ind. 14	20	0
Ind. 15	20	0
Ind. 16	20	0
Ind. 17	20	0
Ind. 18	20	0
Ind. 19	20	0
Ind. 20	20	0
Ind. 21	20	1
Ind. 22	20	0
Ind. 23	20	0
Ind. 24	20	0
Ind. 25	20	0
Ind. 26	20	0
Ind. 27	20	0
Ind. 28	20	0
Ind. 29	20	0
Ind. 30	20	0
Ind. 31	20	0
Ind. 32	20	0
Ind. 33	20	0
Ind. 34	20	0
Ind. 35	20	0
Ind. 36	20	0
Ind. 37	20	0
Ind. 38	20	0
Ind. 39	20	0
Ind. 40	20	0
Ind. 41	20	1
Ind. 42	20	0
Ind. 43	20	0
Ind. 44	20	0
Ind. 45	20	0
Ind. 46	20	0
Ind. 47	20	1
Ind. 48	20	0
Ind. 49	20	0
Ind. 50	20	0
Ind. 51	20	0
Ind. 52	20	0
Ind. 53	20	0
Ind. 54	20	0
Ind. 55	20	0
Ind. 56	20	1
Ind. 57	20	0
Ind. 58	20	0
Ind. 59	20	0
Ind. 60	20	0
Ind. 61	20	0
Ind. 62	20	0
Ind. 63	20	0
Ind. 64	20	1
Ind. 65	20	0
Ind. 66	20	0
Ind. 67	20	0
Ind. 68	20	0
Ind. 69	20	1
Ind. 70	20	0
Ind. 71	20	0
Ind. 72	20	0
Ind. 73	20	0
Ind. 74	20	0
Ind. 75	20	0
Ind. 76	20	1
Ind. 77	20	0
Ind. 78	20	0
Ind. 79	20	0
Ind. 80	20	0
Ind. 81	20	1
Ind. 82	20	1
Ind. 83	20	0
Ind. 84	20	1
Ind. 85	20	0
Ind. 86	20	1
Ind. 87	20	0
Ind. 88	20	0
Ind. 89	20	0
Ind. 90	20	0
Ind. 91	20	0
Ind. 92	20	0
Ind. 93	20	0
Ind. 94	20	0
Ind. 95	20	0
Ind. 96	20	1
Ind. 97	20	0
Ind. 98	20	0
Ind. 99	20	0
Ind. 100	20	0
Ind. 101	20	1
Ind. 102	20	0
Ind. 103	20	0
Ind. 104	20	1
Ind. 105	20	0
Ind. 106	20	1
Ind. 107	20	0
Ind. 108	20	0
Ind. 109	20	0
Ind. 110	20	0
Ind. 111	20	0
Ind. 112	20	1
Ind. 113	20	1
Ind. 114	20	0
Ind. 115	20	0
Ind. 116	20	0
Ind. 117	20	0
Ind. 118	20	0
Ind. 119	20	0
Ind. 120	20	0
Ind. 1	30	0
Ind. 2	30	0
Ind. 3	30	0
Ind. 4	30	0
Ind. 5	30	0
Ind. 6	30	0
Ind. 7	30	0
Ind. 8	30	0
Ind. 9	30	0
Ind. 10	30	0
Ind. 11	30	1
Ind. 12	30	0
Ind. 13	30	0
Ind. 14	30	0
Ind. 15	30	0
Ind. 16	30	0
Ind. 17	30	0
Ind. 18	30	0
Ind. 19	30	1
Ind. 20	30	0
Ind. 21	30	0
Ind. 22	30	0
Ind. 23	30	0
Ind. 24	30	0
Ind. 25	30	0
Ind. 26	30	0
Ind. 27	30	0
Ind. 28	30	0
Ind. 29	30	0
Ind. 30	30	0
Ind. 31	30	0
Ind. 32	30	0
Ind. 33	30	0
Ind. 34	30	0
Ind. 35	30	0
Ind. 36	30	0
Ind. 37	30	0
Ind. 38	30	0
Ind. 39	30	0
Ind. 40	30	0
Ind. 41	30	0
Ind. 42	30	0
Ind. 43	30	1
Ind. 44	30	0
Ind. 45	30	0
Ind. 46	30	0
Ind. 47	30	0
Ind. 48	30	0
Ind. 49	30	0
Ind. 50	30	0
Ind. 51	30	0
Ind. 52	30	0
Ind. 53	30	0
Ind. 54	30	0
Ind. 55	30	0
Ind. 56	30	0
Ind. 57	30	1
Ind. 58	30	0
Ind. 59	30	0
Ind. 60	30	0
Ind. 61	30	1
Ind. 62	30	0
Ind. 63	30	1
Ind. 64	30	0
Ind. 65	30	0
Ind. 66	30	1
Ind. 67	30	0
Ind. 68	30	0
Ind. 69	30	1
Ind. 70	30	0
Ind. 71	30	0
Ind. 72	30	0
Ind. 73	30	0
Ind. 74	30	1
Ind. 75	30	1
Ind. 76	30	1
Ind. 77	30	0
Ind. 78	30	0
Ind. 79	30	0
Ind. 80	30	0
Ind. 81	30	0
Ind. 82	30	0
Ind. 83	30	0
Ind. 84	30	1
Ind. 85	30	0
Ind. 86	30	1
Ind. 87	30	0
Ind. 88	30	1
Ind. 89	30	0
Ind. 90	30	0
Ind. 91	30	1
Ind. 92	30	0
Ind. 93	30	0
Ind. 94	30	0
Ind. 95	30	0
Ind. 96	30	0
Ind. 97	30	1
Ind. 98	30	0
Ind. 99	30	0
Ind. 100	30	0
Ind. 101	30	1
Ind. 102	30	0
Ind. 103	30	0
Ind. 104	30	0
Ind. 105	30	0
Ind. 106	30	1
Ind. 107	30	0
Ind. 108	30	0
Ind. 109	30	1
Ind. 110	30	0
Ind. 111	30	1
Ind. 112	30	1
Ind. 113	30	0
Ind. 114	30	0
Ind. 115	30	0
Ind. 116	30	0
Ind. 117	30	0
Ind. 118	30	0
Ind. 119	30	0
Ind. 120	30	1
Ind. 1	40	0
Ind. 2	40	0
Ind. 3	40	0
Ind. 4	40	0
Ind. 5	40	0
Ind. 6	40	0
Ind. 7	40	0
Ind. 8	40	0
Ind. 9	40	0
Ind. 10	40	0
Ind. 11	40	0
Ind. 12	40	0
Ind. 13	40	0
Ind. 14	40	0
Ind. 15	40	0
Ind. 16	40	0
Ind. 17	40	1
Ind. 18	40	1
Ind. 19	40	0
Ind. 20	40	1
Ind. 21	40	0
Ind. 22	40	0
Ind. 23	40	1
Ind. 24	40	0
Ind. 25	40	0
Ind. 26	40	0
Ind. 27	40	0
Ind. 28	40	0
Ind. 29	40	0
Ind. 30	40	0
Ind. 31	40	0
Ind. 32	40	0
Ind. 33	40	0
Ind. 34	40	0
Ind. 35	40	0
Ind. 36	40	0
Ind. 37	40	0
Ind. 38	40	0
Ind. 39	40	0
Ind. 40	40	0
Ind. 41	40	1
Ind. 42	40	0
Ind. 43	40	1
Ind. 44	40	0
Ind. 45	40	1
Ind. 46	40	0
Ind. 47	40	0
Ind. 48	40	1
Ind. 49	40	1
Ind. 50	40	0
Ind. 51	40	0
Ind. 52	40	0
Ind. 53	40	0
Ind. 54	40	0
Ind. 55	40	0
Ind. 56	40	1
Ind. 57	40	0
Ind. 58	40	1
Ind. 59	40	0
Ind. 60	40	0
Ind. 61	40	0
Ind. 62	40	1
Ind. 63	40	1
Ind. 64	40	0
Ind. 65	40	0
Ind. 66	40	0
Ind. 67	40	0
Ind. 68	40	0
Ind. 69	40	1
Ind. 70	40	0
Ind. 71	40	0
Ind. 72	40	0
Ind. 73	40	1
Ind. 74	40	0
Ind. 75	40	0
Ind. 76	40	0
Ind. 77	40	1
Ind. 78	40	0
Ind. 79	40	1
Ind. 80	40	0
Ind. 81	40	0
Ind. 82	40	0
Ind. 83	40	1
Ind. 84	40	0
Ind. 85	40	0
Ind. 86	40	0
Ind. 87	40	1
Ind. 88	40	1
Ind. 89	40	0
Ind. 90	40	0
Ind. 91	40	0
Ind. 92	40	1
Ind. 93	40	0
Ind. 94	40	0
Ind. 95	40	1
Ind. 96	40	0
Ind. 97	40	1
Ind. 98	40	0
Ind. 99	40	0
Ind. 100	40	1
Ind. 101	40	0
Ind. 102	40	0
Ind. 103	40	0
Ind. 104	40	0
Ind. 105	40	0
Ind. 106	40	1
Ind. 107	40	1
Ind. 108	40	0
Ind. 109	40	1
Ind. 110	40	1
Ind. 111	40	1
Ind. 112	40	1
Ind. 113	40	1
Ind. 114	40	0
Ind. 115	40	1
Ind. 116	40	0
Ind. 117	40	1
Ind. 118	40	1
Ind. 119	40	0
Ind. 120	40	0
Ind. 1	50	1
Ind. 2	50	0
Ind. 3	50	1
Ind. 4	50	0
Ind. 5	50	0
Ind. 6	50	1
Ind. 7	50	0
Ind. 8	50	0
Ind. 9	50	0
Ind. 10	50	0
Ind. 11	50	0
Ind. 12	50	0
Ind. 13	50	0
Ind. 14	50	0
Ind. 15	50	0
Ind. 16	50	0
Ind. 17	50	1
Ind. 18	50	0
Ind. 19	50	0
Ind. 20	50	0
Ind. 21	50	0
Ind. 22	50	0
Ind. 23	50	1
Ind. 24	50	0
Ind. 25	50	0
Ind. 26	50	0
Ind. 27	50	0
Ind. 28	50	0
Ind. 29	50	0
Ind. 30	50	0
Ind. 31	50	0
Ind. 32	50	0
Ind. 33	50	0
Ind. 34	50	0
Ind. 35	50	0
Ind. 36	50	0
Ind. 37	50	0
Ind. 38	50	0
Ind. 39	50	0
Ind. 40	50	0
Ind. 41	50	0
Ind. 42	50	1
Ind. 43	50	0
Ind. 44	50	0
Ind. 45	50	0
Ind. 46	50	0
Ind. 47	50	1
Ind. 48	50	1
Ind. 49	50	1
Ind. 50	50	0
Ind. 51	50	0
Ind. 52	50	0
Ind. 53	50	1
Ind. 54	50	0
Ind. 55	50	0
Ind. 56	50	1
Ind. 57	50	1
Ind. 58	50	1
Ind. 59	50	0
Ind. 60	50	0
Ind. 61	50	0
Ind. 62	50	1
Ind. 63	50	1
Ind. 64	50	0
Ind. 65	50	0
Ind. 66	50	1
Ind. 67	50	1
Ind. 68	50	1
Ind. 69	50	1
Ind. 70	50	0
Ind. 71	50	1
Ind. 72	50	0
Ind. 73	50	0
Ind. 74	50	0
Ind. 75	50	0
Ind. 76	50	1
Ind. 77	50	0
Ind. 78	50	0
Ind. 79	50	0
Ind. 80	50	0
Ind. 81	50	0
Ind. 82	50	1
Ind. 83	50	0
Ind. 84	50	0
Ind. 85	50	0
Ind. 86	50	0
Ind. 87	50	0
Ind. 88	50	1
Ind. 89	50	0
Ind. 90	50	1
Ind. 91	50	0
Ind. 92	50	1
Ind. 93	50	0
Ind. 94	50	0
Ind. 95	50	1
Ind. 96	50	0
Ind. 97	50	1
Ind. 98	50	1
Ind. 99	50	0
Ind. 100	50	1
Ind. 101	50	0
Ind. 102	50	1
Ind. 103	50	0
Ind. 104	50	1
Ind. 105	50	1
Ind. 106	50	1
Ind. 107	50	0
Ind. 108	50	0
Ind. 109	50	0
Ind. 110	50	0
Ind. 111	50	0
Ind. 112	50	1
Ind. 113	50	1
Ind. 114	50	0
Ind. 115	50	0
Ind. 116	50	1
Ind. 117	50	0
Ind. 118	50	1
Ind. 119	50	1
Ind. 120	50	1
Ind. 1	60	0
Ind. 2	60	0
Ind. 3	60	1
Ind. 4	60	0
Ind. 5	60	1
Ind. 6	60	1
Ind. 7	60	0
Ind. 8	60	0
Ind. 9	60	1
Ind. 10	60	1
Ind. 11	60	1
Ind. 12	60	0
Ind. 13	60	0
Ind. 14	60	0
Ind. 15	60	0
Ind. 16	60	0
Ind. 17	60	0
Ind. 18	60	0
Ind. 19	60	1
Ind. 20	60	0
Ind. 21	60	0
Ind. 22	60	1
Ind. 23	60	0
Ind. 24	60	0
Ind. 25	60	0
Ind. 26	60	0
Ind. 27	60	0
Ind. 28	60	1
Ind. 29	60	1
Ind. 30	60	0
Ind. 31	60	1
Ind. 32	60	1
Ind. 33	60	1
Ind. 34	60	1
Ind. 35	60	1
Ind. 36	60	0
Ind. 37	60	0
Ind. 38	60	0
Ind. 39	60	0
Ind. 40	60	1
Ind. 41	60	1
Ind. 42	60	0
Ind. 43	60	0
Ind. 44	60	0
Ind. 45	60	1
Ind. 46	60	0
Ind. 47	60	0
Ind. 48	60	1
Ind. 49	60	1
Ind. 50	60	0
Ind. 51	60	0
Ind. 52	60	0
Ind. 53	60	0
Ind. 54	60	0
Ind. 55	60	1
Ind. 56	60	0
Ind. 57	60	0
Ind. 58	60	0
Ind. 59	60	1
Ind. 60	60	1
Ind. 61	60	1
Ind. 62	60	1
Ind. 63	60	1
Ind. 64	60	0
Ind. 65	60	1
Ind. 66	60	1
Ind. 67	60	1
Ind. 68	60	0
Ind. 69	60	0
Ind. 70	60	1
Ind. 71	60	1
Ind. 72	60	1
Ind. 73	60	1
Ind. 74	60	1
Ind. 75	60	0
Ind. 76	60	0
Ind. 77	60	1
Ind. 78	60	0
Ind. 79	60	1
Ind. 80	60	1
Ind. 81	60	0
Ind. 82	60	1
Ind. 83	60	1
Ind. 84	60	1
Ind. 85	60	0
Ind. 86	60	1
Ind. 87	60	1
Ind. 88	60	0
Ind. 89	60	0
Ind. 90	60	0
Ind. 91	60	0
Ind. 92	60	0
Ind. 93	60	1
Ind. 94	60	1
Ind. 95	60	0
Ind. 96	60	1
Ind. 97	60	1
Ind. 98	60	1
Ind. 99	60	1
Ind. 100	60	0
Ind. 101	60	1
Ind. 102	60	0
Ind. 103	60	0
Ind. 104	60	1
Ind. 105	60	0
Ind. 106	60	1
Ind. 107	60	1
Ind. 108	60	1
Ind. 109	60	0
Ind. 110	60	1
Ind. 111	60	1
Ind. 112	60	1
Ind. 113	60	0
Ind. 114	60	0
Ind. 115	60	1
Ind. 116	60	0
Ind. 117	60	1
Ind. 118	60	1
Ind. 119	60	1
Ind. 120	60	0
