ID	Time
Ind. 351	66.1816
Ind. 352	55.6706
Ind. 353	51.7817
Ind. 354	55.2494
Ind. 355	53.5054
Ind. 356	52.5543
Ind. 357	64.3555
Ind. 358	59.9632
Ind. 359	58.0074
Ind. 360	65.2997
Ind. 361	53.5731
Ind. 362	55.4129
Ind. 363	52.0239
Ind. 364	55.6358
Ind. 365	54.606
Ind. 366	54.6597
Ind. 367	52.4444
Ind. 368	54.5714
Ind. 369	70.7054
Ind. 370	53.7227
Ind. 371	52.8135
Ind. 372	88.1045
Ind. 373	66.6092
Ind. 374	70.963
Ind. 375	55.445
Ind. 376	83.4486
Ind. 377	58.0346
Ind. 378	60.9495
Ind. 379	68.1583
Ind. 380	54.2926
Ind. 381	65.9989
Ind. 382	55.1029
Ind. 383	71.9509
Ind. 384	58.5628
Ind. 385	68.8011
Ind. 386	56.233
Ind. 388	55.6306
Ind. 389	62.3616
Ind. 390	65.8595
Ind. 391	61.3449
Ind. 392	58.3914
Ind. 393	57.6184
Ind. 395	60.742
Ind. 396	58.0582
Ind. 397	94.9311
Ind. 398	69.6583
Ind. 399	63.7029
Ind. 400	60.411
Ind. 401	58.8745
Ind. 402	69.6425
Ind. 403	69.2451
Ind. 404	61.4441
Ind. 405	79.7348
Ind. 406	64.2173
Ind. 407	58.2829
Ind. 408	77.3163
Ind. 409	63.6843
Ind. 410	59.0736
Ind. 411	72.9235
Ind. 412	72.2751
Ind. 413	65.9364
Ind. 414	76.4147
Ind. 415	77.7017
Ind. 416	78.3907
Ind. 417	72.075
Ind. 418	64.0651
Ind. 419	61.5007
Ind. 420	61.3973
Ind. 421	60.5237
Ind. 422	65.793
Ind. 423	67.9443
Ind. 424	63.8255
Ind. 425	66.4298
Ind. 426	63.6593
Ind. 427	63.3332
Ind. 428	62.1057
Ind. 429	68.5261
Ind. 430	86.0341
Ind. 431	68.0975
Ind. 432	66.6963
Ind. 433	85.5212
Ind. 434	70.9256
Ind. 436	70.3416
Ind. 437	66.4041
Ind. 438	62.8974
Ind. 439	70.3513
Ind. 440	67.0184
Ind. 441	77.5622
Ind. 442	69.9954
Ind. 443	63.663
Ind. 444	77.1034
Ind. 445	71.2918
Ind. 446	76.9146
Ind. 447	70.0546
Ind. 449	66.3692
Ind. 450	65.7875
Ind. 451	66.9305
Ind. 452	81.229
Ind. 453	86.5361
Ind. 454	75.8721
Ind. 455	69.3143
Ind. 456	67.4816
Ind. 458	65.1154
Ind. 459	71.9944
Ind. 460	70.3511
Ind. 461	70.8439
Ind. 462	81.5887
Ind. 463	69.7382
Ind. 464	65.4711
Ind. 465	69.2056
Ind. 466	69.3663
Ind. 467	71.9618
Ind. 468	66.6812
Ind. 469	79.0164
Ind. 470	66.7371
Ind. 471	79.1958
Ind. 472	72.5123
Ind. 473	66.6999
Ind. 474	68.4041
Ind. 475	69.9787
Ind. 476	73.4574
Ind. 477	73.8932
Ind. 478	68.5203
Ind. 479	87.7496
Ind. 480	69.449
Ind. 481	81.2489
Ind. 482	74.3971
Ind. 483	98.1109
Ind. 484	88.8944
Ind. 485	78.9912
Ind. 486	74.727
Ind. 487	70.7687
Ind. 488	78.2326
Ind. 489	72.5801
Ind. 490	78.056
Ind. 491	72.5077
Ind. 492	70.2795
Ind. 493	80.7632
Ind. 494	72.6175
Ind. 495	69.9017
Ind. 496	71.1712
Ind. 497	73.6377
Ind. 498	92.2895
Ind. 499	93.4346
Ind. 500	80.3135
Ind. 501	70.1369
Ind. 502	75.3458
Ind. 504	71.0905
Ind. 505	79.4062
Ind. 506	76.5894
Ind. 507	86.6462
Ind. 508	72.9837
Ind. 509	71.6092
Ind. 510	89.0563
Ind. 511	91.983
Ind. 512	71.7522
Ind. 513	73.3371
Ind. 514	75.013
Ind. 515	75.963
Ind. 516	74.225
Ind. 517	83.0051
Ind. 518	75.8956
Ind. 520	75.4182
Ind. 522	84.2563
Ind. 523	81.1526
Ind. 524	81.6454
Ind. 525	75.3723
Ind. 526	76.9559
Ind. 527	84.0436
Ind. 528	89.639
Ind. 529	78.5339
Ind. 531	76.1664
Ind. 532	79.0639
Ind. 533	83.3454
Ind. 534	75.9055
Ind. 535	89.3458
Ind. 536	75.0753
Ind. 537	79.2723
Ind. 538	76.0573
Ind. 539	93.5024
Ind. 541	86.2039
Ind. 542	88.9872
Ind. 544	79.9744
Ind. 545	81.8627
Ind. 546	84.9159
Ind. 547	96.1898
Ind. 548	79.4836
Ind. 549	95.0304
Ind. 550	80.4045
Ind. 551	76.9604
Ind. 552	79.3345
Ind. 553	90.9164
Ind. 554	98.4127
Ind. 555	83.2436
Ind. 556	81.1773
Ind. 557	83.8291
Ind. 558	79.8694
Ind. 559	91.5188
Ind. 560	78.8725
Ind. 561	92.912
Ind. 562	79.3484
Ind. 564	82.8657
Ind. 565	82.7135
Ind. 566	96.3024
Ind. 567	82.2428
Ind. 568	80.5697
Ind. 570	93.3336
Ind. 571	90.0201
Ind. 573	82.2025
Ind. 574	92.7242
Ind. 576	85.582
Ind. 577	81.7562
Ind. 578	83.3165
Ind. 579	86.4505
Ind. 581	88.1356
Ind. 582	92.2254
Ind. 583	82.559
Ind. 585	96.7375
Ind. 586	86.8123
Ind. 587	84.2104
Ind. 588	87.2832
Ind. 589	86.0581
Ind. 590	97.5258
Ind. 592	82.1735
Ind. 593	84.0592
Ind. 594	99.7481
Ind. 595	89.0801
Ind. 596	82.9146
Ind. 597	86.7264
Ind. 598	83.4227
Ind. 600	92.336
Ind. 601	88.557
Ind. 602	93.6519
Ind. 603	83.8423
Ind. 604	85.0941
Ind. 605	91.0652
Ind. 606	88.7361
Ind. 607	97.9953
Ind. 608	85.3899
Ind. 609	88.1299
Ind. 610	86.5512
Ind. 611	84.201
Ind. 613	88.0232
Ind. 614	85.8154
Ind. 615	85.388
Ind. 617	98.152
Ind. 618	89.134
Ind. 619	92.4956
Ind. 620	90.8187
Ind. 621	85.9729
Ind. 622	97.3138
Ind. 623	89.9511
Ind. 624	90.3571
Ind. 625	89.2137
Ind. 627	89.3134
Ind. 629	89.1048
Ind. 630	87.4446
Ind. 632	91.2491
Ind. 633	92.4882
Ind. 635	91.8718
Ind. 636	91.1893
Ind. 638	95.7902
Ind. 640	95.8877
Ind. 641	90.9567
Ind. 642	94.7865
Ind. 643	95.9852
Ind. 648	95.11
Ind. 649	93.6578
Ind. 650	90.2728
Ind. 652	96.3106
Ind. 653	92.7083
Ind. 654	94.2616
Ind. 657	91.0477
Ind. 659	96.805
Ind. 660	93.0546
Ind. 661	96.4184
Ind. 662	94.6575
Ind. 664	92.6753
Ind. 665	95.3538
Ind. 668	95.2973
Ind. 669	95.5592
Ind. 670	94.3037
Ind. 671	98.7803
Ind. 673	99.6115
Ind. 676	94.2157
Ind. 677	94.8925
Ind. 679	96.9056
Ind. 680	99.4434
Ind. 682	98.3686
Ind. 691	96.227
Ind. 699	96.4534
Ind. 710	98.151
Ind. 721	99.2214
Ind. 722	99.4534
Ind. 723	99.6615
