"ID","t","DS","Group"
"Prod-279",0,"S","G30"
"Prod-516",0,"S","G30"
"Prod-442",0,"S","G30"
"Prod-294",0,"S","G30"
"Prod-82",0,"I","G31"
"Prod-122",0,"I","G31"
"Prod-138",0,"S","G31"
"Prod-594",0,"S","G31"
"Prod-274",0,"S","G31"
"Prod-363",0,"S","G31"
"Prod-59",0,"S","G31"
"Prod-166",0,"S","G31"
"Prod-433",0,"S","G31"
"Prod-399",0,"S","G31"
"Prod-473",0,"I","G32"
"Prod-24",0,"I","G32"
"Prod-565",0,"S","G32"
"Prod-1",0,"S","G32"
"Prod-92",0,"S","G32"
"Prod-513",0,"S","G32"
"Prod-593",0,"S","G32"
"Prod-103",0,"S","G32"
"Prod-410",0,"S","G32"
"Prod-530",0,"S","G32"
"Prod-539",0,"I","G33"
"Prod-575",0,"I","G33"
"Prod-195",0,"S","G33"
"Prod-135",0,"S","G33"
"Prod-115",0,"S","G33"
"Prod-358",0,"S","G33"
"Prod-187",0,"S","G33"
"Prod-119",0,"S","G33"
"Prod-367",0,"S","G33"
"Prod-496",0,"S","G33"
"Prod-16",0,"I","G34"
"Prod-270",0,"I","G34"
"Prod-245",0,"S","G34"
"Prod-192",0,"S","G34"
"Prod-519",0,"S","G34"
"Prod-590",0,"S","G34"
"Prod-387",0,"S","G34"
"Prod-213",0,"S","G34"
"Prod-579",0,"S","G34"
"Prod-68",0,"S","G34"
"Prod-37",0,"I","G35"
"Prod-438",0,"I","G35"
"Prod-91",0,"S","G35"
"Prod-63",0,"S","G35"
"Prod-198",0,"S","G35"
"Prod-417",0,"S","G35"
"Prod-257",0,"S","G35"
"Prod-437",0,"S","G35"
"Prod-589",0,"S","G35"
"Prod-146",0,"S","G35"
"Prod-31",0,"I","G36"
"Prod-439",0,"I","G36"
"Prod-144",0,"S","G36"
"Prod-111",0,"S","G36"
"Prod-564",0,"S","G36"
"Prod-142",0,"S","G36"
"Prod-194",0,"S","G36"
"Prod-366",0,"S","G36"
"Prod-134",0,"S","G36"
"Prod-304",0,"S","G36"
"Prod-313",0,"I","G37"
"Prod-225",0,"I","G37"
"Prod-176",0,"S","G37"
"Prod-46",0,"S","G37"
"Prod-199",0,"S","G37"
"Prod-471",0,"S","G37"
"Prod-561",0,"S","G37"
"Prod-174",0,"S","G37"
"Prod-67",0,"S","G37"
"Prod-255",0,"S","G37"
"Prod-83",0,"I","G38"
"Prod-102",0,"I","G38"
"Prod-415",0,"S","G38"
"Prod-357",0,"S","G38"
"Prod-41",0,"S","G38"
"Prod-150",0,"S","G38"
"Prod-580",0,"S","G38"
"Prod-128",0,"S","G38"
"Prod-94",0,"S","G38"
"Prod-401",0,"S","G38"
"Prod-301",0,"I","G39"
"Prod-241",0,"I","G39"
"Prod-374",0,"S","G39"
"Prod-302",0,"S","G39"
"Prod-218",0,"S","G39"
"Prod-476",0,"S","G39"
"Prod-172",0,"S","G39"
"Prod-234",0,"S","G39"
"Prod-500",0,"S","G39"
"Prod-291",0,"S","G39"
"Prod-461",0,"I","G40"
"Prod-73",0,"I","G40"
"Prod-80",0,"S","G40"
"Prod-66",0,"S","G40"
"Prod-398",0,"S","G40"
"Prod-26",0,"S","G40"
"Prod-424",0,"S","G40"
"Prod-348",0,"S","G40"
"Prod-330",0,"S","G40"
"Prod-98",0,"S","G40"
"Prod-177",0,"I","G41"
"Prod-554",0,"I","G41"
"Prod-492",0,"S","G41"
"Prod-509",0,"S","G41"
"Prod-289",0,"S","G41"
"Prod-87",0,"S","G41"
"Prod-470",0,"S","G41"
"Prod-445",0,"S","G41"
"Prod-463",0,"S","G41"
"Prod-175",0,"S","G41"
"Prod-298",0,"I","G42"
"Prod-377",0,"I","G42"
"Prod-193",0,"S","G42"
"Prod-441",0,"S","G42"
"Prod-297",0,"S","G42"
"Prod-553",0,"S","G42"
"Prod-200",0,"S","G42"
"Prod-466",0,"S","G42"
"Prod-451",0,"S","G42"
"Prod-390",0,"S","G42"
"Prod-420",0,"I","G43"
"Prod-378",0,"I","G43"
"Prod-577",0,"S","G43"
"Prod-359",0,"S","G43"
"Prod-459",0,"S","G43"
"Prod-362",0,"S","G43"
"Prod-273",0,"S","G43"
"Prod-2",0,"S","G43"
"Prod-162",0,"S","G43"
"Prod-247",0,"S","G43"
"Prod-351",0,"I","G44"
"Prod-277",0,"I","G44"
"Prod-50",0,"S","G44"
"Prod-347",0,"S","G44"
"Prod-531",0,"S","G44"
"Prod-339",0,"S","G44"
"Prod-242",0,"S","G44"
"Prod-230",0,"S","G44"
"Prod-429",0,"S","G44"
"Prod-324",0,"S","G44"
"Prod-524",0,"I","G45"
"Prod-248",0,"I","G45"
"Prod-127",0,"S","G45"
"Prod-165",0,"S","G45"
"Prod-204",0,"S","G45"
"Prod-189",0,"S","G45"
"Prod-326",0,"S","G45"
"Prod-56",0,"S","G45"
"Prod-11",0,"S","G45"
"Prod-228",0,"S","G45"
"Prod-219",0,"I","G46"
"Prod-350",0,"I","G46"
"Prod-501",0,"S","G46"
"Prod-382",0,"S","G46"
"Prod-259",0,"S","G46"
"Prod-117",0,"S","G46"
"Prod-251",0,"S","G46"
"Prod-14",0,"S","G46"
"Prod-55",0,"S","G46"
"Prod-364",0,"S","G46"
"Prod-563",0,"I","G47"
"Prod-548",0,"I","G47"
"Prod-288",0,"S","G47"
"Prod-287",0,"S","G47"
"Prod-267",0,"S","G47"
"Prod-505",0,"S","G47"
"Prod-309",0,"S","G47"
"Prod-573",0,"S","G47"
"Prod-191",0,"S","G47"
"Prod-323",0,"S","G47"
"Prod-549",0,"I","G48"
"Prod-207",0,"I","G48"
"Prod-375",0,"S","G48"
"Prod-290",0,"S","G48"
"Prod-427",0,"S","G48"
"Prod-477",0,"S","G48"
"Prod-126",0,"S","G48"
"Prod-130",0,"S","G48"
"Prod-196",0,"S","G48"
"Prod-295",0,"S","G48"
"Prod-265",0,"I","G49"
"Prod-140",0,"I","G49"
"Prod-34",0,"S","G49"
"Prod-32",0,"S","G49"
"Prod-229",0,"S","G49"
"Prod-42",0,"S","G49"
"Prod-93",0,"S","G49"
"Prod-360",0,"S","G49"
"Prod-292",0,"S","G49"
"Prod-325",0,"S","G49"
"Prod-414",0,"I","G50"
"Prod-71",0,"I","G50"
"Prod-96",0,"S","G50"
"Prod-226",0,"S","G50"
"Prod-113",0,"S","G50"
"Prod-224",0,"S","G50"
"Prod-592",0,"S","G50"
"Prod-452",0,"S","G50"
"Prod-232",0,"S","G50"
"Prod-408",0,"S","G50"
"Prod-412",0,"I","G51"
"Prod-493",0,"I","G51"
"Prod-335",0,"S","G51"
"Prod-151",0,"S","G51"
"Prod-458",0,"S","G51"
"Prod-157",0,"S","G51"
"Prod-203",0,"S","G51"
"Prod-517",0,"S","G51"
"Prod-62",0,"S","G51"
"Prod-480",0,"S","G51"
"Prod-170",0,"I","G52"
"Prod-6",0,"I","G52"
"Prod-36",0,"S","G52"
"Prod-419",0,"S","G52"
"Prod-588",0,"S","G52"
"Prod-156",0,"S","G52"
"Prod-523",0,"S","G52"
"Prod-354",0,"S","G52"
"Prod-578",0,"S","G52"
"Prod-317",0,"S","G52"
"Prod-406",0,"I","G53"
"Prod-464",0,"I","G53"
"Prod-145",0,"S","G53"
"Prod-47",0,"S","G53"
"Prod-343",0,"S","G53"
"Prod-533",0,"S","G53"
"Prod-506",0,"S","G53"
"Prod-312",0,"S","G53"
"Prod-283",0,"S","G53"
"Prod-164",0,"S","G53"
"Prod-595",0,"I","G54"
"Prod-271",0,"I","G54"
"Prod-598",0,"S","G54"
"Prod-490",0,"S","G54"
"Prod-44",0,"S","G54"
"Prod-276",0,"S","G54"
"Prod-333",0,"S","G54"
"Prod-453",0,"S","G54"
"Prod-60",0,"S","G54"
"Prod-120",0,"S","G54"
"Prod-353",0,"I","G55"
"Prod-107",0,"I","G55"
"Prod-210",0,"S","G55"
"Prod-33",0,"S","G55"
"Prod-106",0,"S","G55"
"Prod-254",0,"S","G55"
"Prod-296",0,"S","G55"
"Prod-372",0,"S","G55"
"Prod-211",0,"S","G55"
"Prod-544",0,"S","G55"
"Prod-511",0,"I","G56"
"Prod-305",0,"I","G56"
"Prod-244",0,"S","G56"
"Prod-440",0,"S","G56"
"Prod-391",0,"S","G56"
"Prod-97",0,"S","G56"
"Prod-153",0,"S","G56"
"Prod-314",0,"S","G56"
"Prod-547",0,"S","G56"
"Prod-329",0,"S","G56"
"Prod-404",0,"I","G57"
"Prod-596",0,"I","G57"
"Prod-209",0,"S","G57"
"Prod-430",0,"S","G57"
"Prod-215",0,"S","G57"
"Prod-425",0,"S","G57"
"Prod-284",0,"S","G57"
"Prod-38",0,"S","G57"
"Prod-23",0,"S","G57"
"Prod-249",0,"S","G57"
"Prod-379",0,"I","G58"
"Prod-169",0,"I","G58"
"Prod-373",0,"S","G58"
"Prod-591",0,"S","G58"
"Prod-21",0,"S","G58"
"Prod-181",0,"S","G58"
"Prod-81",0,"S","G58"
"Prod-188",0,"S","G58"
"Prod-88",0,"S","G58"
"Prod-574",0,"S","G58"
"Prod-29",0,"I","G59"
"Prod-118",0,"I","G59"
"Prod-173",0,"S","G59"
"Prod-381",0,"S","G59"
"Prod-18",0,"S","G59"
"Prod-272",0,"S","G59"
"Prod-395",0,"S","G59"
"Prod-131",0,"S","G59"
"Prod-510",0,"S","G59"
"Prod-583",0,"S","G59"
"Prod-86",0,"I","G60"
"Prod-264",0,"I","G60"
"Prod-570",0,"S","G60"
"Prod-76",0,"S","G60"
"Prod-293",0,"S","G60"
"Prod-104",0,"S","G60"
"Prod-260",0,"S","G60"
"Prod-217",0,"S","G60"
"Prod-405",0,"S","G60"
"Prod-407",0,"S","G60"
