ID,value
"Prod-252",1.84786
"Prod-253",-2.38891
"Prod-254",1.5242
"Prod-255",-0.806152
"Prod-256",-0.638961
"Prod-257",0.832508
"Prod-258",-2.01081
"Prod-259",-0.31354
"Prod-260",-1.12655
"Prod-261",-1.40829
"Prod-262",2.44942
"Prod-263",-0.426561
"Prod-264",2.61002
"Prod-265",0.893124
"Prod-266",1.192
"Prod-267",1.21236
"Prod-268",1.49951
"Prod-269",-0.107643
"Prod-270",-0.283277
"Prod-271",-0.798809
"Prod-272",-0.160596
"Prod-273",0.68369
"Prod-274",-0.707411
"Prod-275",0.123652
"Prod-276",1.18339
"Prod-277",-0.496406
"Prod-278",-0.647019
"Prod-279",-0.0307732
"Prod-280",-1.35136
"Prod-281",0.763023
"Prod-282",-0.92189
"Prod-283",0.523952
"Prod-284",-2.84685
"Prod-285",-0.119209
"Prod-286",0.820385
"Prod-287",0.14949
"Prod-288",0.121871
"Prod-289",0.73488
"Prod-290",1.59728
"Prod-291",-0.411764
"Prod-292",-0.296876
"Prod-293",0.498607
"Prod-294",-0.892868
"Prod-295",-0.695551
"Prod-296",0.716115
"Prod-297",-0.154305
"Prod-298",-0.311196
"Prod-299",-1.18965
"Prod-300",1.10532
"Prod-301",-1.67634
"Prod-302",-0.845177
"Prod-303",1.15878
"Prod-304",0.902916
"Prod-305",1.3761
"Prod-306",0.667707
"Prod-307",-0.181066
"Prod-308",0.584977
"Prod-309",-0.0929334
"Prod-310",0.399974
"Prod-311",1.49287
"Prod-312",0.647533
"Prod-313",-0.0000950307
"Prod-314",0.831905
"Prod-315",-0.537994
"Prod-316",-0.194671
"Prod-317",0.109283
"Prod-318",-0.872199
"Prod-319",-0.570755
"Prod-320",1.01428
"Prod-321",1.64256
"Prod-322",-0.524398
"Prod-323",1.01189
"Prod-324",-0.952084
"Prod-325",-0.0699807
"Prod-326",0.445739
"Prod-327",-1.45957
"Prod-328",1.79739
"Prod-329",-1.64571
"Prod-330",0.400119
"Prod-331",0.533665
"Prod-332",-0.187997
"Prod-333",-1.50452
"Prod-334",0.788709
"Prod-335",0.33448
"Prod-336",-1.09746
"Prod-337",-0.84984
"Prod-338",-0.427056
"Prod-339",-0.501511
"Prod-340",-0.670633
"Prod-341",0.882527
"Prod-342",-1.05279
"Prod-343",0.134814
"Prod-344",1.26143
"Prod-345",-0.521476
"Prod-346",0.243842
"Prod-347",-0.498819
"Prod-348",0.318554
"Prod-349",-0.206262
"Prod-350",1.10421
"Prod-351",0.170378
"Prod-352",0.542036
"Prod-353",-1.32466
"Prod-354",-0.718354
"Prod-355",-0.587905
"Prod-356",-2.58697
"Prod-357",2.0697
"Prod-358",1.90091
"Prod-359",-1.29903
"Prod-360",-0.694608
"Prod-361",-0.191851
"Prod-362",-0.136293
"Prod-363",-0.279408
"Prod-364",1.26484
"Prod-365",1.37983
"Prod-366",2.11817
"Prod-367",-0.876052
"Prod-368",0.519605
"Prod-369",1.11485
"Prod-370",0.508175
"Prod-371",-0.501854
"Prod-372",-1.71161
"Prod-373",0.534131
"Prod-374",-0.0824949
"Prod-375",-0.604218
"Prod-376",0.115237
"Prod-377",-1.11627
"Prod-378",-0.853273
"Prod-379",-0.711469
"Prod-380",0.654392
"Prod-381",0.534448
"Prod-382",-0.715021
"Prod-383",0.397684
"Prod-384",1.73623
"Prod-385",-0.885301
"Prod-386",-1.54433
"Prod-387",0.72531
"Prod-388",-2.07547
"Prod-389",-0.450935
"Prod-390",0.719389
"Prod-391",0.129556
"Prod-392",-0.918377
"Prod-393",0.6674
"Prod-394",-2.21557
"Prod-395",-0.503992
"Prod-396",1.188
"Prod-397",0.390986
"Prod-398",-0.47313
"Prod-399",-0.355441
"Prod-400",-0.828221
"Prod-401",1.809
"Prod-402",-1.22966
"Prod-403",1.95104
"Prod-404",0.0837223
"Prod-405",2.52071
"Prod-406",-0.878568
"Prod-407",-1.15576
"Prod-408",0.961825
"Prod-409",-0.677882
"Prod-410",-1.17652
"Prod-411",-1.01193
"Prod-412",0.185589
"Prod-413",1.70537
"Prod-414",1.79787
"Prod-415",0.967907
"Prod-416",-1.17734
"Prod-417",1.08836
"Prod-418",-1.33122
"Prod-419",0.16381
"Prod-420",1.26821
"Prod-421",1.21093
"Prod-422",-0.508017
"Prod-423",0.646509
"Prod-424",0.0209286
"Prod-425",-1.1169
"Prod-426",0.588912
"Prod-427",-0.387948
"Prod-428",0.925075
"Prod-429",1.20466
"Prod-430",-0.537871
"Prod-431",-1.71774
"Prod-432",-0.662543
"Prod-433",-0.371387
"Prod-434",-0.573886
"Prod-435",-0.55173
"Prod-436",0.550392
"Prod-437",0.616011
"Prod-438",-0.569921
"Prod-439",-0.0151731
"Prod-440",-0.25244
"Prod-441",0.632941
"Prod-442",-1.32383
"Prod-443",-0.313227
"Prod-444",1.34588
"Prod-445",-1.90333
"Prod-446",-0.996959
"Prod-447",0.516871
"Prod-448",-0.646773
"Prod-449",-0.419798
"Prod-450",0.0729937
"Prod-451",2.22739
"Prod-452",-0.469712
"Prod-453",-0.165097
"Prod-454",0.55471
"Prod-455",0.273553
"Prod-456",0.803724
"Prod-457",-1.31575
"Prod-458",-0.332248
"Prod-459",2.52049
"Prod-460",-0.795572
"Prod-461",0.141514
"Prod-462",-0.996021
"Prod-463",0.620159
"Prod-464",-0.172838
"Prod-465",0.355575
"Prod-466",-1.26868
"Prod-467",-0.9209
"Prod-468",-0.225583
"Prod-469",0.459212
"Prod-470",-0.392039
"Prod-471",-0.836448
"Prod-472",0.636062
"Prod-473",0.381094
"Prod-474",0.0722427
"Prod-475",-1.14162
"Prod-476",0.263661
"Prod-477",-1.04928
"Prod-478",-0.922065
"Prod-479",-1.90806
"Prod-480",0.544505
"Prod-481",-0.582923
"Prod-482",-0.503165
"Prod-483",-0.344254
"Prod-484",-0.359385
"Prod-485",0.629633
"Prod-486",-0.675286
"Prod-487",-0.961702
"Prod-488",0.538522
"Prod-489",-0.30375
"Prod-490",-0.371727
"Prod-491",1.38271
"Prod-492",0.482127
"Prod-493",1.82648
"Prod-494",-0.495303
"Prod-495",-0.759637
"Prod-496",0.134698
"Prod-497",-0.78497
"Prod-498",0.95643
"Prod-499",0.179938
"Prod-500",-0.0310473
"Prod-501",-1.37231
"Prod-502",-0.397065
"Prod-503",-0.137835
"Prod-504",-1.62098
"Prod-505",0.0232225
"Prod-506",-3.74916
"Prod-507",0.493238
"Prod-508",-1.89948
"Prod-509",0.393851
"Prod-510",0.938794
"Prod-511",-2.30641
"Prod-512",-0.595812
"Prod-513",0.178119
"Prod-514",1.10521
"Prod-515",-1.07095
"Prod-516",0.824905
"Prod-517",0.197712
"Prod-518",-0.172718
"Prod-519",-0.55312
"Prod-520",-0.815499
"Prod-521",0.919649
"Prod-522",-1.65918
"Prod-523",-0.602582
"Prod-524",-0.831723
"Prod-525",1.06351
"Prod-526",-1.41017
"Prod-527",-0.134762
"Prod-528",-0.346531
"Prod-529",0.408705
"Prod-530",-0.966394
"Prod-531",-1.53273
"Prod-532",-0.969239
"Prod-533",1.12698
"Prod-534",-0.255851
"Prod-535",0.714366
"Prod-536",0.356433
"Prod-537",0.299148
"Prod-538",-2.23514
"Prod-539",-1.8097
"Prod-540",-1.28618
"Prod-541",0.271507
"Prod-542",1.49846
"Prod-543",-0.883433
"Prod-544",0.699802
"Prod-545",-0.703785
"Prod-546",-2.22332
"Prod-547",-0.373519
"Prod-548",0.759238
"Prod-549",-1.6867
"Prod-550",0.360336
"Prod-551",-1.05495
"Prod-552",-1.54825
"Prod-553",1.70378
"Prod-554",-0.455488
"Prod-555",-0.620968
"Prod-556",-0.0269413
"Prod-557",-0.828221
"Prod-558",-0.168716
"Prod-559",-0.792701
"Prod-560",-1.19116
"Prod-561",0.418323
"Prod-562",-0.879762
"Prod-563",0.226251
"Prod-564",0.294548
"Prod-565",0.0585913
"Prod-566",-0.206057
"Prod-567",0.198451
"Prod-568",-1.11087
"Prod-569",-1.47214
"Prod-570",-0.898433
"Prod-571",-1.32071
"Prod-572",1.31305
"Prod-573",1.63974
"Prod-574",1.98407
"Prod-575",-1.56447
"Prod-576",0.413612
"Prod-577",1.82421
"Prod-578",0.591673
"Prod-579",-0.390886
"Prod-580",-0.0919791
"Prod-581",-0.77157
"Prod-582",-0.296929
"Prod-583",0.302636
"Prod-584",0.348411
"Prod-585",-0.0576086
"Prod-586",-0.749762
"Prod-587",0.108581
"Prod-588",3.00048
"Prod-589",-1.13225
"Prod-590",-0.675815
"Prod-591",1.09971
"Prod-592",-1.11475
"Prod-593",-1.29267
"Prod-594",1.24407
"Prod-595",1.82489
"Prod-596",-1.05319
"Prod-597",0.457691
"Prod-598",-0.88187
"Prod-599",0.0895353
"Prod-600",0.049849
"Prod-601",-0.0222282
"Prod-602",-0.434464
"Prod-603",-0.0156985
"Prod-604",1.8894
"Prod-605",-2.17069
"Prod-606",-1.88767
"Prod-607",-0.393248
"Prod-608",0.60441
"Prod-609",0.280572
"Prod-610",-0.00952255
"Prod-611",1.30015
"Prod-612",-0.592556
"Prod-613",1.72784
"Prod-614",0.98709
"Prod-615",0.357368
"Prod-616",0.389506
"Prod-617",-0.369987
"Prod-618",0.69544
"Prod-619",-0.0310909
"Prod-620",0.0819077
"Prod-621",-0.212416
"Prod-622",-1.11125
"Prod-623",1.52289
"Prod-624",-0.209932
"Prod-625",1.29963
"Prod-626",0.291398
"Prod-627",-0.599604
"Prod-628",-0.591795
"Prod-629",-1.62383
"Prod-630",-0.642705
"Prod-631",0.226821
"Prod-632",-0.0386967
"Prod-633",1.37181
"Prod-634",-0.102626
"Prod-635",-0.0267777
"Prod-636",1.67315
"Prod-637",0.739301
"Prod-638",1.25926
"Prod-639",2.51831
"Prod-640",-0.90045
"Prod-641",-0.487484
"Prod-642",-1.14469
"Prod-643",0.778232
"Prod-644",-0.0144361
"Prod-645",-0.249294
"Prod-646",-2.0796
"Prod-647",-0.123627
"Prod-648",-1.26922
"Prod-649",-0.890971
"Prod-650",2.62013
"Prod-651",-0.204418
"Prod-652",-1.15605
"Prod-653",0.132913
"Prod-654",0.0772371
"Prod-655",-0.424578
"Prod-656",-0.68385
"Prod-657",0.363233
"Prod-658",0.298058
"Prod-659",-0.420614
"Prod-660",-0.141632
"Prod-661",0.68383
"Prod-662",-0.776529
"Prod-663",0.543189
"Prod-664",0.684805
"Prod-665",0.0597053
"Prod-666",0.0710135
"Prod-667",-0.175116
"Prod-668",1.69312
"Prod-669",0.520456
"Prod-670",1.89315
"Prod-671",0.575203
"Prod-672",-0.493229
"Prod-673",-0.296476
"Prod-674",-0.400524
"Prod-675",0.260783
"Prod-676",0.650054
"Prod-677",-0.666784
"Prod-678",0.789843
"Prod-679",1.08842
"Prod-680",1.44737
"Prod-681",2.26143
"Prod-682",-0.13445
"Prod-683",-1.17649
"Prod-684",2.33515
"Prod-685",-0.0920421
"Prod-686",0.0194438
"Prod-687",0.33066
"Prod-688",-1.44466
"Prod-689",1.38389
"Prod-690",-1.59652
"Prod-691",0.577384
"Prod-692",-1.71002
"Prod-693",0.214172
"Prod-694",0.97446
"Prod-695",-2.28293
"Prod-696",0.414982
"Prod-697",0.698937
"Prod-698",-0.252423
"Prod-699",-0.835305
"Prod-700",1.02723
"Prod-701",-0.545397
"Prod-702",0.275605
"Prod-703",-1.39041
"Prod-704",-1.8398
"Prod-705",0.697645
"Prod-706",0.392578
"Prod-707",-0.272127
"Prod-708",-0.358942
"Prod-709",0.092713
"Prod-710",0.888291
"Prod-711",-0.963983
"Prod-712",2.367
"Prod-713",2.37546
"Prod-714",-0.290199
"Prod-715",-1.73918
"Prod-716",0.0554095
"Prod-717",0.186771
"Prod-718",0.567504
"Prod-719",0.360533
"Prod-720",0.0182228
"Prod-721",0.923001
"Prod-722",-0.483553
"Prod-723",-1.0092
"Prod-724",-1.30535
"Prod-725",0.289079
"Prod-726",-0.271156
"Prod-727",0.0850113
"Prod-728",0.773471
"Prod-729",-0.0683097
"Prod-730",-0.00206563
"Prod-731",-0.947914
"Prod-732",0.430383
"Prod-733",-1.5819
"Prod-734",0.00166605
"Prod-735",-0.0665139
"Prod-736",0.408263
"Prod-737",2.06009
"Prod-738",1.8359
"Prod-739",0.643486
"Prod-740",0.163724
"Prod-741",-0.791617
"Prod-742",-0.390471
"Prod-743",0.426884
"Prod-744",1.71982
"Prod-745",-0.202068
"Prod-746",1.6897
"Prod-747",0.319725
"Prod-748",0.600679
"Prod-749",-0.894607
"Prod-750",-2.04648
"Prod-751",1.07924
"Prod-752",-0.359728
"Prod-753",0.806442
"Prod-754",-0.0423716
"Prod-755",-0.399551
"Prod-756",1.66678
"Prod-757",0.344768
"Prod-758",0.390412
"Prod-759",0.328539
"Prod-760",0.168534
"Prod-761",-0.142879
"Prod-762",-1.62003
"Prod-763",-0.0652897
"Prod-764",0.266026
"Prod-765",0.111038
"Prod-766",0.989575
"Prod-767",1.74986
"Prod-768",-0.178146
"Prod-769",-1.37355
"Prod-770",-1.52575
"Prod-771",1.11281
"Prod-772",0.241384
"Prod-773",0.422384
"Prod-774",0.724895
"Prod-775",-1.29906
"Prod-776",0.560063
"Prod-777",-1.08856
"Prod-778",0.521586
"Prod-779",-1.00657
"Prod-780",0.668035
"Prod-781",-0.829224
"Prod-782",0.662654
"Prod-783",-0.492218
"Prod-784",0.595864
"Prod-785",-2.30027
"Prod-786",0.672029
"Prod-787",0.540462
"Prod-788",0.489743
"Prod-789",-0.269077
"Prod-790",0.506155
"Prod-791",0.617955
"Prod-792",-0.523365
"Prod-793",-1.7297
"Prod-794",-0.235157
"Prod-795",-0.22113
"Prod-796",-0.822378
"Prod-797",-0.941481
"Prod-798",-0.869195
"Prod-799",0.740128
"Prod-800",-1.46994
"Prod-801",-1.26765
"Prod-802",-0.986581
"Prod-803",-0.776625
"Prod-804",0.726829
"Prod-805",0.888272
"Prod-806",-1.60851
"Prod-807",0.719336
"Prod-808",0.52998
"Prod-809",0.218496
"Prod-810",-0.0303966
"Prod-811",0.74301
"Prod-812",0.603759
"Prod-813",-1.15483
"Prod-814",-1.23688
"Prod-815",-0.657316
"Prod-816",0.403795
"Prod-817",0.0203079
"Prod-818",0.34466
"Prod-819",-0.516823
"Prod-820",1.70568
"Prod-821",-1.73654
"Prod-822",-1.589
"Prod-823",1.6618
"Prod-824",0.374132
"Prod-825",-1.91078
"Prod-826",-0.101959
"Prod-827",-0.608151
"Prod-828",-0.0875036
"Prod-829",0.0194618
"Prod-830",0.0851861
"Prod-831",0.718836
"Prod-832",-1.23394
"Prod-833",2.82211
"Prod-834",-0.951865
"Prod-835",1.50024
"Prod-836",-0.0948766
"Prod-837",-0.651389
"Prod-838",-0.474509
"Prod-839",0.771508
"Prod-840",0.0119261
"Prod-841",-0.448488
"Prod-842",0.437946
"Prod-843",-0.420695
"Prod-844",0.666477
"Prod-845",-1.6786
"Prod-846",-0.279671
"Prod-847",-1.2086
"Prod-848",0.598192
"Prod-849",-1.61151
"Prod-850",0.657055
"Prod-851",0.150807
"Prod-852",-0.933031
"Prod-853",-1.89272
"Prod-854",-0.702962
"Prod-855",0.598736
"Prod-856",-0.748088
"Prod-857",1.5131
"Prod-858",0.867302
"Prod-859",1.41543
"Prod-860",0.842491
"Prod-861",-0.0860696
"Prod-862",-2.80195
"Prod-863",-0.573455
"Prod-864",1.15555
"Prod-865",0.628025
"Prod-866",-0.82961
"Prod-867",0.225876
"Prod-868",-0.693408
"Prod-869",-0.423564
"Prod-870",-1.04028
"Prod-871",1.79573
"Prod-872",-1.58596
"Prod-873",-1.30179
"Prod-874",-0.536444
"Prod-875",-0.343074
"Prod-876",-0.193956
"Prod-877",2.35625
"Prod-878",1.76039
"Prod-879",-1.66714
"Prod-880",0.916779
"Prod-881",0.83736
"Prod-882",0.591634
"Prod-883",-0.469871
"Prod-884",-1.40082
"Prod-885",-1.11481
"Prod-886",0.227346
"Prod-887",0.841959
"Prod-888",-0.152675
"Prod-889",-0.365636
"Prod-890",1.31116
"Prod-891",-2.15747
"Prod-892",-1.12124
"Prod-893",-0.246339
"Prod-894",1.27182
"Prod-895",0.137175
"Prod-896",0.624149
"Prod-897",-1.33171
"Prod-898",0.468064
"Prod-899",0.795431
"Prod-900",-1.07878
"Prod-901",-1.5084
"Prod-902",-0.5068
"Prod-903",-1.09915
"Prod-904",1.55562
"Prod-905",0.694979
"Prod-906",-0.260126
"Prod-907",0.710841
"Prod-908",0.0993946
"Prod-909",-0.980815
"Prod-910",-0.384323
"Prod-911",0.596836
"Prod-912",0.824468
"Prod-913",-0.540536
"Prod-914",-0.794948
"Prod-915",1.3198
"Prod-916",-0.0357084
"Prod-917",1.75716
"Prod-918",-0.167408
"Prod-919",0.566386
"Prod-920",0.433558
"Prod-921",-0.941457
"Prod-922",0.803067
"Prod-923",-0.0948255
"Prod-924",-0.186784
"Prod-925",0.0198641
"Prod-926",-0.683596
"Prod-927",-0.680014
"Prod-928",2.03004
"Prod-929",-0.658092
"Prod-930",1.16131
"Prod-931",0.359563
"Prod-932",0.195348
"Prod-933",1.0521
"Prod-934",0.112258
"Prod-935",0.54887
"Prod-936",0.307012
"Prod-937",1.70167
"Prod-938",1.79605
"Prod-939",-0.34762
"Prod-940",-0.385098
"Prod-941",-1.51775
"Prod-942",0.685705
"Prod-943",1.27027
"Prod-944",-0.960548
"Prod-945",1.72039
"Prod-946",2.05622
"Prod-947",-0.455765
"Prod-948",0.332297
"Prod-949",0.391194
"Prod-950",-0.699954
"Prod-951",1.09479
"Prod-952",-1.19131
"Prod-953",1.44698
"Prod-954",0.643657
"Prod-955",-0.734413
"Prod-956",0.897275
"Prod-957",0.238122
"Prod-958",0.692276
"Prod-959",0.577805
"Prod-960",-0.905397
"Prod-961",0.325835
"Prod-962",-1.36988
"Prod-963",0.162332
"Prod-964",-0.541133
"Prod-965",0.574015
"Prod-966",0.195478
"Prod-967",0.231936
"Prod-968",1.48398
"Prod-969",-0.570468
"Prod-970",0.383231
"Prod-971",-0.749801
"Prod-972",-1.30758
"Prod-973",0.673394
"Prod-974",1.07093
"Prod-975",0.256759
"Prod-976",-1.58103
"Prod-977",-1.23414
"Prod-978",-0.0132514
"Prod-979",0.380456
"Prod-980",-0.47539
"Prod-981",0.851699
"Prod-982",0.867741
"Prod-983",-0.925339
"Prod-984",0.34074
"Prod-985",-0.569654
"Prod-986",0.673374
"Prod-987",0.99687
"Prod-988",1.32337
"Prod-989",-0.636915
"Prod-990",-1.40883
"Prod-991",-0.724588
"Prod-992",-0.0752288
"Prod-993",-0.134053
"Prod-994",0.897468
"Prod-995",-2.01298
"Prod-996",-0.183781
"Prod-997",-0.320672
"Prod-998",-1.17274
"Prod-999",0.743186
"Prod-1000",0.122466
"Prod-1001",0.503419
"Prod-1002",1.11286
"Prod-1003",-0.794835
"Prod-1004",-0.0301164
"Prod-1005",0.59595
"Prod-1006",-0.822922
"Prod-1007",0.243594
"Prod-1008",0.42607
"Prod-1009",-0.856134
"Prod-1010",0.584068
"Prod-1011",-0.444143
"Prod-1012",0.632692
"Prod-1013",-1.47683
"Prod-1014",0.154512
"Prod-1015",-0.773859
"Prod-1016",0.569874
"Prod-1017",-0.453232
"Prod-1018",1.39865
"Prod-1019",-0.480472
"Prod-1020",-0.378776
"Prod-1021",0.302611
"Prod-1022",-0.884314
"Prod-1023",0.377939
"Prod-1024",-0.0271922
"Prod-1025",-0.216381
"Prod-1026",0.395261
"Prod-1027",-0.192867
"Prod-1028",-0.695242
"Prod-1029",1.44615
"Prod-1030",0.8719
"Prod-1031",-0.963729
"Prod-1032",-0.648065
"Prod-1033",0.954227
"Prod-1034",-0.116241
"Prod-1035",0.679597
"Prod-1036",-0.199936
"Prod-1037",0.563906
"Prod-1038",-0.50991
"Prod-1039",0.38353
"Prod-1040",1.28247
"Prod-1041",0.138089
"Prod-1042",0.210611
"Prod-1043",-0.356688
"Prod-1044",-0.880985
"Prod-1045",0.276254
"Prod-1046",1.08554
"Prod-1047",0.838845
"Prod-1048",0.247753
"Prod-1049",0.72047
"Prod-1050",-1.12442
"Prod-1051",0.614841
"Prod-1052",0.565442
"Prod-1053",0.42329
"Prod-1054",0.56095
"Prod-1055",-0.81902
"Prod-1056",0.83364
"Prod-1057",-0.510403
"Prod-1058",0.711594
"Prod-1059",1.03764
"Prod-1060",0.358814
"Prod-1061",-1.78013
"Prod-1062",-0.848052
"Prod-1063",0.468811
"Prod-1064",1.46899
"Prod-1065",0.107393
"Prod-1066",-1.01337
"Prod-1067",1.01862
"Prod-1068",-0.988012
"Prod-1069",0.657238
"Prod-1070",-0.418839
"Prod-1071",0.396476
"Prod-1072",2.21706
"Prod-1073",-0.796745
"Prod-1074",0.160736
"Prod-1075",2.59544
"Prod-1076",-0.362352
"Prod-1077",0.19851
"Prod-1078",-0.521194
"Prod-1079",-0.707592
"Prod-1080",1.07463
"Prod-1081",0.745844
"Prod-1082",-2.92603
"Prod-1083",-0.708815
"Prod-1084",0.570808
"Prod-1085",0.201708
"Prod-1086",-1.53883
"Prod-1087",0.100471
"Prod-1088",-0.363547
"Prod-1089",2.51543
"Prod-1090",-1.76192
"Prod-1091",-0.411647
"Prod-1092",-0.215107
"Prod-1093",0.570055
"Prod-1094",-0.234084
"Prod-1095",1.90142
"Prod-1096",-0.859131
"Prod-1097",0.105134
"Prod-1098",0.0304788
"Prod-1099",-0.230952
"Prod-1100",0.78175
"Prod-1101",-0.933745
"Prod-1102",-2.90399
"Prod-1103",0.16037
"Prod-1104",0.471887
"Prod-1105",1.78579
