"name","lat","lng"
"farm-136",54.998,-3.1058
"farm-137",52.733,-2.7315
"farm-138",54.743,-1.4502
"farm-139",53.109,-0.20252
"farm-140",53.327,-0.83799
"farm-141",53.944,-1.168
"farm-142",52.016,0.60297
"farm-143",52.545,-2.8562
"farm-144",52.856,0.91804
"farm-145",53.634,-0.2976
"farm-146",53.3,0.26363
"farm-147",53.305,-0.16766
"farm-148",56.321,-3.5584
"farm-149",52.087,0.51779
"farm-150",51.938,0.61444
"farm-151",51.829,0.50208
"farm-152",52.729,0.67323
"farm-153",52.939,-1.861
"farm-154",50.497,-3.8284
"farm-155",51.766,-2.7516
"farm-156",54.153,-1.5537
"farm-157",53.246,-0.78327
"farm-158",53.983,-2.7564
"farm-159",52.027,-2.5418
"farm-160",52.334,-3.1464
"farm-161",55.927,-3.2722
"farm-162",52.557,1.1288
"farm-163",51.045,-1.6686
"farm-164",53.156,-0.21713
"farm-165",50.911,-2.1605
"farm-166",53.416,-0.90186
"farm-167",52.829,-2.8017
"farm-168",52.927,-2.6492
"farm-169",52.387,-2.9275
"farm-170",52.832,-2.4713
"farm-171",54.376,-1.4876
"farm-172",51.761,-2.5491
"farm-173",52.409,1.0215
"farm-174",52.573,1.0097
"farm-175",51.981,-2.6231
"farm-176",53.955,-2.8391
"farm-177",52.897,-0.7311
"farm-178",54.889,-2.8582
"farm-179",52.465,1.108
"farm-180",51.733,-2.9019
"farm-181",52.972,-2.0564
"farm-182",54.752,-2.4171
"farm-183",53.189,-0.65161
"farm-184",52.824,-2.7188
"farm-185",54.023,-0.38337
"farm-186",52.2,-1.7857
"farm-187",52.134,-2.6437
"farm-188",50.872,-4.5138
"farm-189",53.206,-0.39045
"farm-190",55.911,-3.5147
"farm-191",55.779,-3.303
"farm-192",57.952,-4.9059
"farm-193",52.206,-2.6359
"farm-194",52.45,1.1511
"farm-195",52.266,1.1582
"farm-196",53.271,-0.2042
"farm-197",54.562,-1.6817
"farm-198",53.215,-0.36114
"farm-199",54.125,-0.55991
"farm-200",53.114,-0.29425
"farm-201",52.909,1.0777
"farm-202",52.088,-1.1067
"farm-203",53.899,-0.7502
"farm-204",53.271,-0.90165
"farm-205",50.967,-3.3118
"farm-206",52.462,-2.749
"farm-207",53.116,-0.8859
"farm-208",52.679,1.0059
"farm-209",51.809,0.65974
"farm-210",51.039,0.38106
"farm-211",53.818,-2.8774
"farm-212",53.267,-0.91968
"farm-213",52.422,1.3233
"farm-214",57.324,-2.4546
"farm-215",52.247,-1.8093
"farm-216",54.088,-1.089
"farm-217",52.436,0.25137
"farm-218",56.16,-3.7233
"farm-219",52.761,0.29736
"farm-220",53.107,-1.5801
"farm-221",53.615,-0.43752
"farm-222",52.909,1.2414
"farm-223",53.119,-1.7852
"farm-224",52.027,-2.5633
"farm-225",53.11,-0.34616
"farm-226",53.259,-4.2961
"farm-227",52.524,0.59827
"farm-228",56.375,-5.3669
"farm-229",53.234,-1.3965
"farm-230",57.431,-2.5269
"farm-231",52.316,-1.6478
"farm-232",52.212,-1.638
"farm-233",51.943,-2.24
"farm-234",52.22,-2.9831
"farm-235",53.842,-1.0093
"farm-236",52.532,1.3767
"farm-237",51.86,0.65448
"farm-238",57.288,-2.2263
"farm-239",52.403,-2.7531
"farm-240",53.114,-2.3713
"farm-241",52.149,-1.5945
"farm-242",53.103,-0.17872
"farm-243",53.885,-2.6923
"farm-244",53.656,-0.32473
"farm-245",52.748,-2.6749
"farm-246",52.635,0.86524
"farm-247",52.784,-2.4639
"farm-248",52.475,-2.6585
"farm-249",51.837,-1.445
"farm-250",52.93,-0.58603
"farm-251",53.162,0.22979
"farm-252",53.09,-1.8546
"farm-253",51.09,-1.3504
"farm-254",54.418,-1.5041
"farm-255",54.789,-1.4607
"farm-256",52.912,-1.6649
"farm-257",53.198,0.012411
"farm-258",51.138,-2.9858
"farm-259",52.106,-2.7115
"farm-260",52.377,-1.6145
"farm-261",52.398,1.3948
"farm-262",56.528,-2.9309
"farm-263",53.423,-0.78921
"farm-264",52.856,0.87621
"farm-265",52.833,-2.732
"farm-266",52.124,-0.86763
"farm-267",51.362,-2.1823
"farm-268",52.946,0.98592
"farm-269",52.451,-2.6974
"farm-270",52.592,-2.3112
"farm-271",53.02,-0.77187
"farm-272",54.978,-6.3404
"farm-273",52.019,-0.96166
"farm-274",53.305,-3.0048
"farm-275",54.633,-1.8603
"farm-276",53.243,-0.84144
"farm-277",52.855,-2.8373
"farm-278",52.35,1.4786
"farm-279",52.782,1.2973
"farm-280",57.454,-1.8821
"farm-281",55.758,-3.2362
"farm-282",50.971,-0.71876
"farm-283",53.601,-0.19283
"farm-284",52.314,-2.9266
"farm-285",52.836,-0.84518
"farm-286",51.724,-2.8449
"farm-287",52.953,-0.3015
"farm-288",52.657,1.4732
"farm-289",56.349,-4.435
"farm-290",52.669,0.79872
"farm-291",54.125,-1.0996
"farm-292",52.565,1.0634
"farm-293",52.183,-2.9922
"farm-294",55.934,-3.3123
"farm-295",51.998,-0.94799
"farm-296",51.119,-2.9417
"farm-297",52.11,-2.5342
"farm-298",53.184,0.32953
"farm-299",52.047,-3.2179
"farm-300",52.678,-3.1022
"farm-301",53.294,-0.88817
"farm-302",53.016,-2.474
"farm-303",52.583,-2.7079
"farm-304",52.389,-0.72022
"farm-305",55.714,-3.3765
"farm-306",53.09,-0.5187
"farm-307",50.91,-3.915
"farm-308",52.705,-2.7296
"farm-309",54.158,-1.3761
"farm-310",53.003,-0.40556
"farm-311",51.829,-2.9365
"farm-312",57.287,-3.1126
"farm-313",53.816,-0.62356
"farm-314",52.597,-1.7908
"farm-315",51.031,-1.5216
"farm-316",51.881,-1.4363
"farm-317",51.076,-0.94296
"farm-318",54.928,-6.9818
"farm-319",51.87,0.81823
"farm-320",53.654,-2.7224
"farm-321",51.244,-1.1488
"farm-322",52.976,-0.77627
"farm-323",51.166,-3.032
"farm-324",52.893,0.91797
"farm-325",51.92,-2.5985
"farm-326",53.583,-0.41622
"farm-327",51.106,-3.0865
"farm-328",52.661,0.22864
"farm-329",52.739,1.5597
"farm-330",51.998,0.40579
"farm-331",54.053,-0.75384
"farm-332",53.091,-0.80064
"farm-333",52.338,1.1988
"farm-334",52.112,-3.4677
"farm-335",53.501,-0.57868
"farm-336",56.288,-3.2079
"farm-337",52.989,-2.5417
"farm-338",51.207,-1.74
"farm-339",52.298,1.1353
"farm-340",54.453,-1.153
"farm-341",55.246,-3.4382
"farm-342",56.203,-3.1279
"farm-343",52.706,0.82049
"farm-344",53.182,-2.5457
"farm-345",54.597,-7.2687
"farm-346",54.232,-1.4512
"farm-347",52.574,0.79303
"farm-348",53.17,-0.40357
"farm-349",53.292,0.249
"farm-350",53.196,-1.6659
"farm-351",53.146,0.10467
"farm-352",53.57,-0.80447
"farm-353",52.931,0.96552
"farm-354",53.212,-0.38894
"farm-355",52.18,-2.026
"farm-356",50.917,-3.3042
"farm-357",52.256,-2.9007
"farm-358",55.782,-3.2786
"farm-359",51.891,-2.7416
"farm-360",55.086,-3.3438
"farm-361",55.794,-3.3084
"farm-362",54.7,-1.3582
"farm-363",55.847,-2.1605
"farm-364",52.433,-2.5257
"farm-365",53.467,-0.29449
"farm-366",52.349,1.3715
"farm-367",55.186,-3.3717
"farm-368",52.872,0.98974
"farm-369",52.365,-2.992
"farm-370",52.985,-0.78211
"farm-371",52.361,1.0346
"farm-372",52.68,0.7641
"farm-373",50.975,-3.4686
"farm-374",55.771,-3.6971
"farm-375",50.909,-2.0037
"farm-376",52.482,1.0455
"farm-377",50.973,-1.1601
"farm-378",52.789,-2.5117
"farm-379",56.394,-3.6661
"farm-380",51.935,0.69095
"farm-381",53.007,-1.6514
"farm-382",52.77,0.71857
"farm-383",52.627,0.96173
"farm-384",51.133,0.79205
"farm-385",51.159,-0.85733
"farm-386",51.328,-2.116
"farm-387",52.279,-1.1419
"farm-388",51.83,-2.4449
"farm-389",51.255,-2.6373
"farm-390",55.893,-2.4432
"farm-391",53.224,-0.23374
"farm-392",55.921,-3.4882
"farm-393",52.539,0.82838
"farm-394",57.072,-3.4383
"farm-395",52.831,-2.6052
"farm-396",52.32,1.14
"farm-397",53.455,-0.37325
"farm-398",53.956,-0.69316
"farm-399",53.317,-0.74579
"farm-400",52.336,1.4351
"farm-401",52.476,0.2085
"farm-402",53.203,-0.9166
"farm-403",53.01,-0.63493
"farm-404",58.004,-5.0542
"farm-405",50.798,-3.4212
"farm-406",51.88,-0.98753
"farm-407",51.031,-3.6233
"farm-408",51.849,-2.5967
"farm-409",51.114,-0.94901
"farm-410",52.483,1.2373
"farm-411",52.689,1.091
"farm-412",55.858,-3.1953
"farm-413",56.279,-3.2106
"farm-414",52.901,-0.21237
"farm-415",53.698,-0.77158
"farm-416",52.462,1.6298
"farm-417",51.144,-0.23033
"farm-418",53.711,-1.3398
"farm-419",56.466,-3.8471
"farm-420",54.187,-0.39576
"farm-421",52.405,-3.0307
"farm-422",53.349,-1.2424
"farm-423",52.482,0.07578
"farm-424",55.952,-3.9972
"farm-425",52.467,0.58523
"farm-426",56.194,-3.0422
"farm-427",52.365,1.1919
"farm-428",53.018,-1.4859
"farm-429",52.271,-1.6983
"farm-430",51.853,-0.80308
"farm-431",52.322,-2.7443
"farm-432",52.079,-2.4017
"farm-433",53.098,-0.21917
"farm-434",52.171,-1.2114
"farm-435",52.841,-3.0178
"farm-436",50.993,-1.0591
"farm-437",50.921,-4.3166
"farm-438",52.959,-1.1577
"farm-439",56.612,-2.9182
"farm-440",51.274,0.38207
"farm-441",53.969,-1.994
"farm-442",53.496,-0.52454
"farm-443",52.31,0.86429
"farm-444",52.754,0.76982
"farm-445",52.813,0.80978
"farm-446",52.087,0.53331
"farm-447",55.177,-3.3247
"farm-448",56.135,-3.1774
"farm-449",52.422,1.435
"farm-450",53.202,-0.38151
"farm-451",53.196,-0.79119
"farm-452",52.298,1.5017
"farm-453",52.261,0.4313
"farm-454",53.747,-0.32874
"farm-455",53.933,-2.8061
"farm-456",52.557,0.73791
"farm-457",52.846,-1.9816
"farm-458",52.284,0.73802
"farm-459",53.639,-0.46349
"farm-460",55.427,-3.32
"farm-461",53.016,-0.32868
"farm-462",52.455,1.4034
"farm-463",53.018,-2.6731
"farm-464",56.036,-3.3243
"farm-465",52.359,-1.6989
"farm-466",52.369,-3.0713
"farm-467",52.804,-2.6789
"farm-468",52.226,-2.9701
"farm-469",54.218,-0.88992
"farm-470",52.424,-0.48544
"farm-471",52.993,-2.598
"farm-472",52.421,1.5504
"farm-473",54.284,-0.63512
"farm-474",51.843,-1.8362
"farm-475",52.43,-2.5849
"farm-476",52.949,-1.8632
"farm-477",53.187,-0.2523
"farm-478",55.861,-2.3481
"farm-479",52.55,1.338
"farm-480",52.639,1.01
"farm-481",53.112,-2.9034
"farm-482",56.169,-3.6704
"farm-483",53.132,-0.95155
"farm-484",52.889,0.90304
"farm-485",51.201,-2.1669
"farm-486",52.968,-0.66127
"farm-487",52.537,-1.9611
"farm-488",52.542,-3.2701
"farm-489",54.381,-1.4604
"farm-490",52.471,0.47744
"farm-491",53.395,-0.58142
"farm-492",51.878,-2.3294
"farm-493",52.519,-2.7404
"farm-494",52.999,-0.51613
"farm-495",52.927,-2.952
"farm-496",54.455,-1.1711
"farm-497",52.374,-2.8907
"farm-498",52.949,-2.8781
"farm-499",52.347,-2.9378
"farm-500",52.156,-2.7895
"farm-501",50.864,-3.9001
"farm-502",55.739,-3.0074
"farm-503",51.699,0.48311
"farm-504",52.331,0.19522
"farm-505",53.336,-2.407
"farm-506",52.78,-2.6304
"farm-507",52.454,-2.8994
"farm-508",50.711,-4.2324
"farm-509",52.25,-3.121
"farm-510",52.769,0.84586
"farm-511",53.049,-2.5691
"farm-512",52.367,-1.0937
"farm-513",50.747,-3.7009
"farm-514",52.434,1.0917
"farm-515",55.875,-3.23
"farm-516",53.924,-2.6821
"farm-517",52.812,0.77757
"farm-518",53.158,-1.633
"farm-519",53.305,-0.74367
"farm-520",52.051,-2.7557
"farm-521",54.62,-1.2783
"farm-522",51.941,0.72996
"farm-523",52.345,0.74674
"farm-524",55.038,-3.0108
"farm-525",53.29,0.080807
"farm-526",53.165,-2.8873
"farm-527",56.555,-3.5547
"farm-528",50.996,-3.1558
"farm-529",52.231,-2.9803
"farm-530",52.206,-2.9154
"farm-531",52.304,-1.5217
"farm-532",52.618,-2.8174
"farm-533",52.494,0.35041
"farm-534",52.715,-2.7372
"farm-535",50.949,-3.3758
"farm-536",50.994,-2.9503
"farm-537",52.72,-2.5669
"farm-538",51.769,0.24277
"farm-539",52.721,1.2739
"farm-540",52.867,-0.7392
"farm-541",52.843,-2.6029
"farm-542",52.762,-2.8439
"farm-543",54.169,-1.3498
"farm-544",54.343,-0.54346
"farm-545",53.274,-0.2662
"farm-546",51.389,-1.775
"farm-547",58.353,-3.4571
"farm-548",53.837,-0.78186
"farm-549",54.026,-1.1477
"farm-550",50.881,-2.9165
"farm-551",54.828,-1.9903
"farm-552",51.11,-3.2098
"farm-553",51.951,-2.346
"farm-554",55.869,-3.3276
"farm-555",52.924,-2.2469
"farm-556",52.039,-2.9811
"farm-557",52.588,1.3195
"farm-558",55.538,-2.4264
"farm-559",53.738,-0.41189
"farm-560",51.823,-1.2291
"farm-561",52.644,0.38884
"farm-562",53.014,-0.15197
"farm-563",52.507,0.86439
"farm-564",55.697,-3.2374
"farm-565",53.703,-0.59387
"farm-566",52.094,0.62008
"farm-567",52.863,0.67658
"farm-568",51.943,-2.6341
"farm-569",53.074,-1.8145
"farm-570",55.846,-3.6644
"farm-571",53.086,-1.6727
"farm-572",52.683,0.8803
"farm-573",54.534,-6.9639
"farm-574",56.168,-3.1573
"farm-575",53.063,-0.28364
"farm-576",51.863,-2.1784
"farm-577",53.937,-1.0847
"farm-578",51.995,-1.138
"farm-579",52.502,0.9832
"farm-580",52.592,-2.8562
"farm-581",54.217,-0.38474
"farm-582",52.711,0.76151
"farm-583",54.538,-3.4571
"farm-584",52.759,-3.0215
"farm-585",53.391,-0.39992
"farm-586",54.097,-0.71758
"farm-587",52.663,1.5106
"farm-588",52.495,1.2554
"farm-589",52.06,-2.9552
"farm-590",52.192,0.94445
"farm-591",53.425,-0.5591
"farm-592",53.351,-0.072535
"farm-593",54.444,-1.6351
"farm-594",53.201,-2.2445
"farm-595",52.52,0.96475
"farm-596",55.513,-2.1164
"farm-597",53.506,-0.7425
"farm-598",52.383,1.6096
"farm-599",57.257,-3.353
"farm-600",54.381,-0.72311
"farm-601",53.409,-0.27638
"farm-602",53.472,-0.34484
"farm-603",51.257,0.5069
"farm-604",52.493,1.5446
"farm-605",55.783,-3.1347
"farm-606",52.414,1.6021
"farm-607",57.049,-4.2171
"farm-608",52.414,-2.5807
"farm-609",52.267,-2.0973
"farm-610",52.691,1.099
"farm-611",52.96,-2.9248
"farm-612",52.328,0.90444
"farm-613",52.34,-2.8283
"farm-614",52.459,1.4937
"farm-615",53.945,-2.9482
"farm-616",53.276,-1.2809
"farm-617",51.882,0.64028
"farm-618",55.168,-2.9882
"farm-619",55.701,-2.717
"farm-620",52.644,1.4183
"farm-621",52.365,1.2405
"farm-622",51.834,0.61714
"farm-623",51.203,0.58367
"farm-624",53.331,-0.92014
"farm-625",52.082,-2.8557
"farm-626",53.13,-1.5449
"farm-627",51.999,-1.0779
"farm-628",51.093,-3.5626
"farm-629",50.995,-4.3161
"farm-630",53.994,-0.33372
"farm-631",55.904,-3.3135
"farm-632",53.226,-0.72369
"farm-633",52.846,-2.6914
"farm-634",52.808,0.67566
"farm-635",55.783,-2.6756
"farm-636",50.887,-1.5979
"farm-637",52.027,-2.745
"farm-638",54.087,-1.0773
"farm-639",51.882,0.57287
"farm-640",53.638,-0.68808
"farm-641",52.774,0.81639
"farm-642",51.884,0.87953
"farm-643",55.939,-3.0957
"farm-644",52.225,-1.5275
"farm-645",53.08,-0.5862
"farm-646",52.833,-2.6679
"farm-647",55.909,-3.103
"farm-648",55.795,-2.9544
"farm-649",52.248,-3.1495
"farm-650",56.241,-3.1579
"farm-651",51.886,0.86013
"farm-652",52.873,1.212
"farm-653",52.267,1.1341
"farm-654",51.209,0.57633
"farm-655",56.608,-2.6992
"farm-656",57.488,-2.5694
"farm-657",56.105,-3.5141
"farm-658",51.912,-2.1766
"farm-659",51.069,0.60516
"farm-660",57.497,-1.938
"farm-661",55.835,-3.0515
"farm-662",50.833,-2.1251
"farm-663",53.474,-0.51199
"farm-664",56.507,-2.991
"farm-665",52.411,0.84634
"farm-666",52.909,1.0958
"farm-667",52.716,1.4753
"farm-668",50.635,-1.9483
"farm-669",52.035,-2.917
"farm-670",52.803,-2.7358
"farm-671",52.79,1.3554
"farm-672",52.211,-2.9833
"farm-673",51.98,0.7375
"farm-674",56.248,-3.8447
"farm-675",52.854,-2.4928
"farm-676",52.235,-2.8625
"farm-677",50.871,0.049065
"farm-678",52.917,0.80615
"farm-679",50.963,-0.43888
"farm-680",52.884,-2.6291
"farm-681",52.972,-0.54478
"farm-682",50.903,-1.5121
"farm-683",52.38,1.145
"farm-684",52.968,-2.6131
"farm-685",51.607,-0.77221
"farm-686",52.447,-2.9443
"farm-687",53.64,-0.61577
"farm-688",51.902,0.63098
"farm-689",54.579,-1.3172
"farm-690",53.751,-0.84307
"farm-691",53.24,-0.65266
"farm-692",51.85,-5.0511
"farm-693",56.38,-5.6991
"farm-694",54.093,-3.1689
"farm-695",52.275,-2.8909
"farm-696",55.806,-3.3815
"farm-697",53.007,-0.52978
"farm-698",52.97,-2.7923
"farm-699",52.319,1.4217
"farm-700",51.001,-4.2845
"farm-701",52.32,-3.0506
"farm-702",53.899,-1.1674
"farm-703",50.854,-3.2707
"farm-704",52.907,-0.7726
"farm-705",52.748,-2.7632
"farm-706",52.902,-0.40612
"farm-707",53.133,-0.66974
"farm-708",53.698,-1.2418
"farm-709",51.122,-3.8645
"farm-710",51.67,-1.5711
"farm-711",53.147,-1.5158
"farm-712",54.122,-1.3284
"farm-713",53.485,-0.48755
"farm-714",52.39,-2.4867
"farm-715",52.528,0.87189
"farm-716",52.887,1.3203
"farm-717",55.724,-2.7801
"farm-718",52.106,-2.6769
"farm-719",50.866,-4.181
"farm-720",52.736,0.81093
"farm-721",55.779,-4.6924
"farm-722",52.504,0.63454
"farm-723",55.836,-3.1285
"farm-724",51.335,-0.94055
"farm-725",55.754,-3.2771
"farm-726",55.817,-2.912
"farm-727",54.359,-1.1848
"farm-728",51.84,-1.0152
"farm-729",55.185,-3.3195
"farm-730",53.281,-0.072802
"farm-731",51.717,-2.6598
"farm-732",50.991,-3.568
"farm-733",52.183,-1.7543
"farm-734",52.612,1.2151
"farm-735",53.221,0.065054
"farm-736",51.434,-1.9292
"farm-737",52.626,-1.3364
"farm-738",53.949,-0.4264
"farm-739",53.322,-1.4849
"farm-740",51.954,-0.90176
"farm-741",53.101,0.066824
"farm-742",53.679,-0.31019
"farm-743",52.284,-3.0448
"farm-744",53.132,-0.028165
"farm-745",52.748,0.74344
"farm-746",51.889,-2.1575
"farm-747",52.827,-2.5524
"farm-748",50.989,-3.4321
"farm-749",52.384,-2.7908
"farm-750",53.206,-4.1861
"farm-751",53.654,-0.83565
"farm-752",56.27,-3.6032
"farm-753",53.089,-0.30008
"farm-754",55.245,-2.8979
"farm-755",50.972,-3.5787
"farm-756",53.939,-2.9156
"farm-757",52.349,-1.7391
"farm-758",53.775,-0.59617
"farm-759",52.782,0.17669
"farm-760",52.632,1.3361
"farm-761",53.004,-0.013191
"farm-762",52.651,0.19622
"farm-763",52.224,1.6115
"farm-764",51.052,-2.4126
"farm-765",55.764,-3.1054
"farm-766",53.125,-0.45663
"farm-767",56.416,-2.9278
"farm-768",52.789,1.5276
"farm-769",52.569,-3.2178
"farm-770",54.362,-1.4824
"farm-771",51.706,-1.6022
"farm-772",52.996,-1.6923
"farm-773",52.218,-1.6538
"farm-774",54.1,-1.2368
"farm-775",51.983,-2.3486
"farm-776",50.826,-3.138
"farm-777",54.143,-1.4565
"farm-778",51.302,-2.1044
"farm-779",55.743,-3.3657
"farm-780",55.907,-3.255
"farm-781",53.678,-0.39073
"farm-782",52.327,-2.9115
"farm-783",52.994,-0.42059
"farm-784",53.626,-0.71567
"farm-785",55.529,-4.2609
"farm-786",52.756,-0.91908
"farm-787",51.474,-2.5128
"farm-788",55.89,-3.5383
"farm-789",53.217,-1.4005
"farm-790",52.762,-1.1745
"farm-791",52.335,-3.4143
"farm-792",52.824,0.90571
"farm-793",56.453,-3.5084
"farm-794",52.901,-2.6956
"farm-795",52.832,-1.7863
"farm-796",51.957,1.0869
"farm-797",51.398,-2.8207
"farm-798",52.817,-2.1902
"farm-799",52.284,1.221
"farm-800",53.75,-0.34603
