"ID","Value"
"Prod-520",0.099851
"Prod-521",1.52143
"Prod-522",0.228306
"Prod-523",0.363802
"Prod-524",0.27262
"Prod-525",1.05142
"Prod-526",0.180254
"Prod-527",0.409801
"Prod-528",0.345472
"Prod-529",0.590259
"Prod-530",0.219137
"Prod-531",0.130977
"Prod-532",0.121754
"Prod-533",0.534736
"Prod-534",0.219066
"Prod-535",0.447883
"Prod-536",0.370792
"Prod-537",0.36813
"Prod-538",0.0564984
"Prod-539",0.065068
"Prod-540",0.0843995
"Prod-541",0.795732
"Prod-542",2.54328
"Prod-543",0.520482
"Prod-544",1.55462
"Prod-545",0.578967
"Prod-546",0.166909
"Prod-547",0.539476
"Prod-548",1.22059
"Prod-549",0.209293
"Prod-550",0.847627
"Prod-551",0.211201
"Prod-552",0.0936397
"Prod-553",0.920088
"Prod-554",0.226111
"Prod-555",0.186439
"Prod-556",0.272696
"Prod-557",0.148401
"Prod-558",0.22615
"Prod-559",0.140167
"Prod-560",0.0986131
"Prod-561",0.921569
"Prod-562",0.348982
"Prod-563",0.697627
"Prod-564",0.766623
"Prod-565",0.665868
"Prod-566",0.54779
"Prod-567",0.728365
"Prod-568",0.277658
"Prod-569",0.194357
"Prod-570",0.267989
"Prod-571",0.161911
"Prod-572",0.97705
"Prod-573",1.74636
"Prod-574",3.07082
"Prod-575",0.260611
"Prod-576",0.981219
"Prod-577",2.97203
"Prod-578",1.38596
"Prod-579",0.698093
"Prod-580",0.847552
"Prod-581",0.280391
"Prod-582",0.318882
"Prod-583",0.484615
"Prod-584",0.530316
"Prod-585",0.40687
"Prod-586",0.238183
"Prod-587",0.422401
"Prod-588",3.73123
"Prod-589",0.217075
"Prod-590",0.281064
"Prod-591",1.82159
"Prod-592",0.400298
"Prod-593",0.265165
"Prod-594",1.56473
"Prod-595",2.92838
"Prod-596",0.403372
"Prod-597",1.13605
"Prod-598",0.43319
"Prod-599",0.833659
"Prod-600",0.814628
"Sire-1",0.900579
"Sire-2",0.166366
"Sire-3",0.338719
"Sire-4",4.31853
"Sire-5",0.26134
"Sire-6",0.081793
"Sire-7",0.707698
"Sire-8",2.08094
"Sire-9",0.44436
"Sire-10",0.543293
"Sire-11",1.1785
"Sire-12",0.365622
"Sire-13",4.33978
"Sire-14",1.17497
"Sire-15",2.21411
"Sire-16",1.72232
"Sire-17",0.369732
"Sire-18",0.431914
"Sire-19",0.20162
"Sire-20",0.324198
"Sire-21",0.716211
"Sire-22",0.33154
"Sire-23",1.9939
"Sire-24",1.01464
"Sire-25",1.26513
"Sire-26",0.906921
"Sire-27",0.855102
"Sire-28",0.245546
"Sire-29",0.188963
"Sire-30",0.253606
"Sire-31",0.480393
"Sire-32",1.50544
"Sire-33",3.30304
"Sire-34",0.440132
"Sire-35",0.854113
"Sire-36",1.56134
"Sire-37",1.71741
"Sire-38",0.625041
"Sire-39",4.07182
"Sire-40",0.201957
"Sire-41",1.18726
"Sire-42",0.339829
"Sire-43",1.97956
"Sire-44",0.174479
"Sire-45",0.372746
"Sire-46",0.407156
"Sire-47",0.406833
"Sire-48",0.137671
"Sire-49",0.163994
"Sire-50",12.105
"Sire-51",0.115176
"Sire-52",0.073677
"Sire-53",0.463777
"Sire-54",0.212671
"Sire-55",0.485865
"Sire-56",0.132851
"Sire-57",0.642222
"Sire-58",1.12383
"Sire-59",0.324918
"Sire-60",0.709472
