"ID","t","DS"
"Ind-122",0,"S:0.98|I:0.02"
"Ind-123",0,"S:0.98|I:0.02"
"Ind-124",0,"S:0.98|I:0.02"
"Ind-125",0,"S:0.98|I:0.02"
"Ind-126",0,"S:0.98|I:0.02"
"Ind-127",0,"S:0.98|I:0.02"
"Ind-128",0,"S:0.98|I:0.02"
"Ind-129",0,"S:0.98|I:0.02"
"Ind-130",0,"S:0.98|I:0.02"
"Ind-131",0,"S:0.98|I:0.02"
"Ind-132",0,"S:0.98|I:0.02"
"Ind-133",0,"S:0.98|I:0.02"
"Ind-134",0,"S:0.98|I:0.02"
"Ind-135",0,"S:0.98|I:0.02"
"Ind-136",0,"S:0.98|I:0.02"
"Ind-137",0,"S:0.98|I:0.02"
"Ind-138",0,"S:0.98|I:0.02"
"Ind-139",0,"S:0.98|I:0.02"
"Ind-140",0,"S:0.98|I:0.02"
"Ind-141",0,"S:0.98|I:0.02"
"Ind-142",0,"S:0.98|I:0.02"
"Ind-143",0,"S:0.98|I:0.02"
"Ind-144",0,"S:0.98|I:0.02"
"Ind-145",0,"S:0.98|I:0.02"
"Ind-146",0,"S:0.98|I:0.02"
"Ind-147",0,"S:0.98|I:0.02"
"Ind-148",0,"S:0.98|I:0.02"
"Ind-149",0,"S:0.98|I:0.02"
"Ind-150",0,"S:0.98|I:0.02"
"Ind-151",0,"S:0.98|I:0.02"
"Ind-152",0,"S:0.98|I:0.02"
"Ind-153",0,"S:0.98|I:0.02"
"Ind-154",0,"S:0.98|I:0.02"
"Ind-155",0,"S:0.98|I:0.02"
"Ind-156",0,"S:0.98|I:0.02"
"Ind-157",0,"S:0.98|I:0.02"
"Ind-158",0,"S:0.98|I:0.02"
"Ind-159",0,"S:0.98|I:0.02"
"Ind-160",0,"S:0.98|I:0.02"
"Ind-161",0,"S:0.98|I:0.02"
"Ind-162",0,"S:0.98|I:0.02"
"Ind-163",0,"S:0.98|I:0.02"
"Ind-164",0,"S:0.98|I:0.02"
"Ind-165",0,"S:0.98|I:0.02"
"Ind-166",0,"S:0.98|I:0.02"
"Ind-167",0,"S:0.98|I:0.02"
"Ind-168",0,"S:0.98|I:0.02"
"Ind-169",0,"S:0.98|I:0.02"
"Ind-170",0,"S:0.98|I:0.02"
"Ind-171",0,"S:0.98|I:0.02"
"Ind-172",0,"S:0.98|I:0.02"
"Ind-173",0,"S:0.98|I:0.02"
"Ind-174",0,"S:0.98|I:0.02"
"Ind-175",0,"S:0.98|I:0.02"
"Ind-176",0,"S:0.98|I:0.02"
"Ind-177",0,"S:0.98|I:0.02"
"Ind-178",0,"S:0.98|I:0.02"
"Ind-179",0,"S:0.98|I:0.02"
"Ind-180",0,"S:0.98|I:0.02"
"Ind-181",0,"S:0.98|I:0.02"
"Ind-182",0,"S:0.98|I:0.02"
"Ind-183",0,"S:0.98|I:0.02"
"Ind-184",0,"S:0.98|I:0.02"
"Ind-185",0,"S:0.98|I:0.02"
"Ind-186",0,"S:0.98|I:0.02"
"Ind-187",0,"S:0.98|I:0.02"
"Ind-188",0,"S:0.98|I:0.02"
"Ind-189",0,"S:0.98|I:0.02"
"Ind-190",0,"S:0.98|I:0.02"
"Ind-191",0,"S:0.98|I:0.02"
"Ind-192",0,"S:0.98|I:0.02"
"Ind-193",0,"S:0.98|I:0.02"
"Ind-194",0,"S:0.98|I:0.02"
"Ind-195",0,"S:0.98|I:0.02"
"Ind-196",0,"S:0.98|I:0.02"
"Ind-197",0,"S:0.98|I:0.02"
"Ind-198",0,"S:0.98|I:0.02"
"Ind-199",0,"S:0.98|I:0.02"
"Ind-200",0,"S:0.98|I:0.02"
"Ind-201",0,"S:0.98|I:0.02"
"Ind-202",0,"S:0.98|I:0.02"
"Ind-203",0,"S:0.98|I:0.02"
"Ind-204",0,"S:0.98|I:0.02"
"Ind-205",0,"S:0.98|I:0.02"
"Ind-206",0,"S:0.98|I:0.02"
"Ind-207",0,"S:0.98|I:0.02"
"Ind-208",0,"S:0.98|I:0.02"
"Ind-209",0,"S:0.98|I:0.02"
"Ind-210",0,"S:0.98|I:0.02"
"Ind-211",0,"S:0.98|I:0.02"
"Ind-212",0,"S:0.98|I:0.02"
"Ind-213",0,"S:0.98|I:0.02"
"Ind-214",0,"S:0.98|I:0.02"
"Ind-215",0,"S:0.98|I:0.02"
"Ind-216",0,"S:0.98|I:0.02"
"Ind-217",0,"S:0.98|I:0.02"
"Ind-218",0,"S:0.98|I:0.02"
"Ind-219",0,"S:0.98|I:0.02"
"Ind-220",0,"S:0.98|I:0.02"
"Ind-221",0,"S:0.98|I:0.02"
"Ind-222",0,"S:0.98|I:0.02"
"Ind-223",0,"S:0.98|I:0.02"
"Ind-224",0,"S:0.98|I:0.02"
"Ind-225",0,"S:0.98|I:0.02"
"Ind-226",0,"S:0.98|I:0.02"
"Ind-227",0,"S:0.98|I:0.02"
"Ind-228",0,"S:0.98|I:0.02"
"Ind-229",0,"S:0.98|I:0.02"
"Ind-230",0,"S:0.98|I:0.02"
"Ind-231",0,"S:0.98|I:0.02"
"Ind-232",0,"S:0.98|I:0.02"
"Ind-233",0,"S:0.98|I:0.02"
"Ind-234",0,"S:0.98|I:0.02"
"Ind-235",0,"S:0.98|I:0.02"
"Ind-236",0,"S:0.98|I:0.02"
"Ind-237",0,"S:0.98|I:0.02"
"Ind-238",0,"S:0.98|I:0.02"
"Ind-239",0,"S:0.98|I:0.02"
"Ind-240",0,"S:0.98|I:0.02"
"Ind-241",0,"S:0.98|I:0.02"
"Ind-242",0,"S:0.98|I:0.02"
"Ind-243",0,"S:0.98|I:0.02"
"Ind-244",0,"S:0.98|I:0.02"
"Ind-245",0,"S:0.98|I:0.02"
"Ind-246",0,"S:0.98|I:0.02"
"Ind-247",0,"S:0.98|I:0.02"
"Ind-248",0,"S:0.98|I:0.02"
"Ind-249",0,"S:0.98|I:0.02"
"Ind-250",0,"S:0.98|I:0.02"
"Ind-251",0,"S:0.98|I:0.02"
"Ind-252",0,"S:0.98|I:0.02"
"Ind-253",0,"S:0.98|I:0.02"
"Ind-254",0,"S:0.98|I:0.02"
"Ind-255",0,"S:0.98|I:0.02"
"Ind-256",0,"S:0.98|I:0.02"
"Ind-257",0,"S:0.98|I:0.02"
"Ind-258",0,"S:0.98|I:0.02"
"Ind-259",0,"S:0.98|I:0.02"
"Ind-260",0,"S:0.98|I:0.02"
"Ind-261",0,"S:0.98|I:0.02"
"Ind-262",0,"S:0.98|I:0.02"
"Ind-263",0,"S:0.98|I:0.02"
"Ind-264",0,"S:0.98|I:0.02"
"Ind-265",0,"S:0.98|I:0.02"
"Ind-266",0,"S:0.98|I:0.02"
"Ind-267",0,"S:0.98|I:0.02"
"Ind-268",0,"S:0.98|I:0.02"
"Ind-269",0,"S:0.98|I:0.02"
"Ind-270",0,"S:0.98|I:0.02"
"Ind-271",0,"S:0.98|I:0.02"
"Ind-272",0,"S:0.98|I:0.02"
"Ind-273",0,"S:0.98|I:0.02"
"Ind-274",0,"S:0.98|I:0.02"
"Ind-275",0,"S:0.98|I:0.02"
"Ind-276",0,"S:0.98|I:0.02"
"Ind-277",0,"S:0.98|I:0.02"
"Ind-278",0,"S:0.98|I:0.02"
"Ind-279",0,"S:0.98|I:0.02"
"Ind-280",0,"S:0.98|I:0.02"
"Ind-281",0,"S:0.98|I:0.02"
"Ind-282",0,"S:0.98|I:0.02"
"Ind-283",0,"S:0.98|I:0.02"
"Ind-284",0,"S:0.98|I:0.02"
"Ind-285",0,"S:0.98|I:0.02"
"Ind-286",0,"S:0.98|I:0.02"
"Ind-287",0,"S:0.98|I:0.02"
"Ind-288",0,"S:0.98|I:0.02"
"Ind-289",0,"S:0.98|I:0.02"
"Ind-290",0,"S:0.98|I:0.02"
"Ind-291",0,"S:0.98|I:0.02"
"Ind-292",0,"S:0.98|I:0.02"
"Ind-293",0,"S:0.98|I:0.02"
"Ind-294",0,"S:0.98|I:0.02"
"Ind-295",0,"S:0.98|I:0.02"
"Ind-296",0,"S:0.98|I:0.02"
"Ind-297",0,"S:0.98|I:0.02"
"Ind-298",0,"S:0.98|I:0.02"
"Ind-299",0,"S:0.98|I:0.02"
"Ind-300",0,"S:0.98|I:0.02"
"Ind-301",0,"S:0.98|I:0.02"
"Ind-302",0,"S:0.98|I:0.02"
"Ind-303",0,"S:0.98|I:0.02"
"Ind-304",0,"S:0.98|I:0.02"
"Ind-305",0,"S:0.98|I:0.02"
"Ind-306",0,"S:0.98|I:0.02"
"Ind-307",0,"S:0.98|I:0.02"
"Ind-308",0,"S:0.98|I:0.02"
"Ind-309",0,"S:0.98|I:0.02"
"Ind-310",0,"S:0.98|I:0.02"
"Ind-311",0,"S:0.98|I:0.02"
"Ind-312",0,"S:0.98|I:0.02"
"Ind-313",0,"S:0.98|I:0.02"
"Ind-314",0,"S:0.98|I:0.02"
"Ind-315",0,"S:0.98|I:0.02"
"Ind-316",0,"S:0.98|I:0.02"
"Ind-317",0,"S:0.98|I:0.02"
"Ind-318",0,"S:0.98|I:0.02"
"Ind-319",0,"S:0.98|I:0.02"
"Ind-320",0,"S:0.98|I:0.02"
"Ind-321",0,"S:0.98|I:0.02"
"Ind-322",0,"S:0.98|I:0.02"
"Ind-323",0,"S:0.98|I:0.02"
"Ind-324",0,"S:0.98|I:0.02"
"Ind-325",0,"S:0.98|I:0.02"
"Ind-326",0,"S:0.98|I:0.02"
"Ind-327",0,"S:0.98|I:0.02"
"Ind-328",0,"S:0.98|I:0.02"
"Ind-329",0,"S:0.98|I:0.02"
"Ind-330",0,"S:0.98|I:0.02"
"Ind-331",0,"S:0.98|I:0.02"
"Ind-332",0,"S:0.98|I:0.02"
"Ind-333",0,"S:0.98|I:0.02"
"Ind-334",0,"S:0.98|I:0.02"
"Ind-335",0,"S:0.98|I:0.02"
"Ind-336",0,"S:0.98|I:0.02"
"Ind-337",0,"S:0.98|I:0.02"
"Ind-338",0,"S:0.98|I:0.02"
"Ind-339",0,"S:0.98|I:0.02"
"Ind-340",0,"S:0.98|I:0.02"
"Ind-341",0,"S:0.98|I:0.02"
"Ind-342",0,"S:0.98|I:0.02"
"Ind-343",0,"S:0.98|I:0.02"
"Ind-344",0,"S:0.98|I:0.02"
"Ind-345",0,"S:0.98|I:0.02"
"Ind-346",0,"S:0.98|I:0.02"
"Ind-347",0,"S:0.98|I:0.02"
"Ind-348",0,"S:0.98|I:0.02"
"Ind-349",0,"S:0.98|I:0.02"
"Ind-350",0,"S:0.98|I:0.02"
"Ind-351",0,"S:0.98|I:0.02"
"Ind-352",0,"S:0.98|I:0.02"
"Ind-353",0,"S:0.98|I:0.02"
"Ind-354",0,"S:0.98|I:0.02"
"Ind-355",0,"S:0.98|I:0.02"
"Ind-356",0,"S:0.98|I:0.02"
"Ind-357",0,"S:0.98|I:0.02"
"Ind-358",0,"S:0.98|I:0.02"
"Ind-359",0,"S:0.98|I:0.02"
"Ind-360",0,"S:0.98|I:0.02"
"Ind-361",0,"S:0.98|I:0.02"
"Ind-362",0,"S:0.98|I:0.02"
"Ind-363",0,"S:0.98|I:0.02"
"Ind-364",0,"S:0.98|I:0.02"
"Ind-365",0,"S:0.98|I:0.02"
"Ind-366",0,"S:0.98|I:0.02"
"Ind-367",0,"S:0.98|I:0.02"
"Ind-368",0,"S:0.98|I:0.02"
"Ind-369",0,"S:0.98|I:0.02"
"Ind-370",0,"S:0.98|I:0.02"
"Ind-371",0,"S:0.98|I:0.02"
"Ind-372",0,"S:0.98|I:0.02"
"Ind-373",0,"S:0.98|I:0.02"
"Ind-374",0,"S:0.98|I:0.02"
"Ind-375",0,"S:0.98|I:0.02"
"Ind-376",0,"S:0.98|I:0.02"
"Ind-377",0,"S:0.98|I:0.02"
"Ind-378",0,"S:0.98|I:0.02"
"Ind-379",0,"S:0.98|I:0.02"
"Ind-380",0,"S:0.98|I:0.02"
"Ind-381",0,"S:0.98|I:0.02"
"Ind-382",0,"S:0.98|I:0.02"
"Ind-383",0,"S:0.98|I:0.02"
"Ind-384",0,"S:0.98|I:0.02"
"Ind-385",0,"S:0.98|I:0.02"
"Ind-386",0,"S:0.98|I:0.02"
"Ind-387",0,"S:0.98|I:0.02"
"Ind-388",0,"S:0.98|I:0.02"
"Ind-389",0,"S:0.98|I:0.02"
"Ind-390",0,"S:0.98|I:0.02"
"Ind-391",0,"S:0.98|I:0.02"
"Ind-392",0,"S:0.98|I:0.02"
"Ind-393",0,"S:0.98|I:0.02"
"Ind-394",0,"S:0.98|I:0.02"
"Ind-395",0,"S:0.98|I:0.02"
"Ind-396",0,"S:0.98|I:0.02"
"Ind-397",0,"S:0.98|I:0.02"
"Ind-398",0,"S:0.98|I:0.02"
"Ind-399",0,"S:0.98|I:0.02"
"Ind-400",0,"S:0.98|I:0.02"
"Ind-401",0,"S:0.98|I:0.02"
"Ind-402",0,"S:0.98|I:0.02"
"Ind-403",0,"S:0.98|I:0.02"
"Ind-404",0,"S:0.98|I:0.02"
"Ind-405",0,"S:0.98|I:0.02"
"Ind-406",0,"S:0.98|I:0.02"
"Ind-407",0,"S:0.98|I:0.02"
"Ind-408",0,"S:0.98|I:0.02"
"Ind-409",0,"S:0.98|I:0.02"
"Ind-410",0,"S:0.98|I:0.02"
"Ind-411",0,"S:0.98|I:0.02"
"Ind-412",0,"S:0.98|I:0.02"
"Ind-413",0,"S:0.98|I:0.02"
"Ind-414",0,"S:0.98|I:0.02"
"Ind-415",0,"S:0.98|I:0.02"
"Ind-416",0,"S:0.98|I:0.02"
"Ind-417",0,"S:0.98|I:0.02"
"Ind-418",0,"S:0.98|I:0.02"
"Ind-419",0,"S:0.98|I:0.02"
"Ind-420",0,"S:0.98|I:0.02"
"Ind-421",0,"S:0.98|I:0.02"
"Ind-422",0,"S:0.98|I:0.02"
"Ind-423",0,"S:0.98|I:0.02"
"Ind-424",0,"S:0.98|I:0.02"
"Ind-425",0,"S:0.98|I:0.02"
"Ind-426",0,"S:0.98|I:0.02"
"Ind-427",0,"S:0.98|I:0.02"
"Ind-428",0,"S:0.98|I:0.02"
"Ind-429",0,"S:0.98|I:0.02"
"Ind-430",0,"S:0.98|I:0.02"
"Ind-431",0,"S:0.98|I:0.02"
"Ind-432",0,"S:0.98|I:0.02"
"Ind-433",0,"S:0.98|I:0.02"
"Ind-434",0,"S:0.98|I:0.02"
"Ind-435",0,"S:0.98|I:0.02"
"Ind-436",0,"S:0.98|I:0.02"
"Ind-437",0,"S:0.98|I:0.02"
"Ind-438",0,"S:0.98|I:0.02"
"Ind-439",0,"S:0.98|I:0.02"
"Ind-440",0,"S:0.98|I:0.02"
"Ind-441",0,"S:0.98|I:0.02"
"Ind-442",0,"S:0.98|I:0.02"
"Ind-443",0,"S:0.98|I:0.02"
"Ind-444",0,"S:0.98|I:0.02"
"Ind-445",0,"S:0.98|I:0.02"
"Ind-446",0,"S:0.98|I:0.02"
"Ind-447",0,"S:0.98|I:0.02"
"Ind-448",0,"S:0.98|I:0.02"
"Ind-449",0,"S:0.98|I:0.02"
"Ind-450",0,"S:0.98|I:0.02"
"Ind-451",0,"S:0.98|I:0.02"
"Ind-452",0,"S:0.98|I:0.02"
"Ind-453",0,"S:0.98|I:0.02"
"Ind-454",0,"S:0.98|I:0.02"
"Ind-455",0,"S:0.98|I:0.02"
"Ind-456",0,"S:0.98|I:0.02"
"Ind-457",0,"S:0.98|I:0.02"
"Ind-458",0,"S:0.98|I:0.02"
"Ind-459",0,"S:0.98|I:0.02"
"Ind-460",0,"S:0.98|I:0.02"
"Ind-461",0,"S:0.98|I:0.02"
"Ind-462",0,"S:0.98|I:0.02"
"Ind-463",0,"S:0.98|I:0.02"
"Ind-464",0,"S:0.98|I:0.02"
"Ind-465",0,"S:0.98|I:0.02"
"Ind-466",0,"S:0.98|I:0.02"
"Ind-467",0,"S:0.98|I:0.02"
"Ind-468",0,"S:0.98|I:0.02"
"Ind-469",0,"S:0.98|I:0.02"
"Ind-470",0,"S:0.98|I:0.02"
"Ind-471",0,"S:0.98|I:0.02"
"Ind-472",0,"S:0.98|I:0.02"
"Ind-473",0,"S:0.98|I:0.02"
"Ind-474",0,"S:0.98|I:0.02"
"Ind-475",0,"S:0.98|I:0.02"
"Ind-476",0,"S:0.98|I:0.02"
"Ind-477",0,"S:0.98|I:0.02"
"Ind-478",0,"S:0.98|I:0.02"
"Ind-479",0,"S:0.98|I:0.02"
"Ind-480",0,"S:0.98|I:0.02"
"Ind-481",0,"S:0.98|I:0.02"
"Ind-482",0,"S:0.98|I:0.02"
"Ind-483",0,"S:0.98|I:0.02"
"Ind-484",0,"S:0.98|I:0.02"
"Ind-485",0,"S:0.98|I:0.02"
"Ind-486",0,"S:0.98|I:0.02"
"Ind-487",0,"S:0.98|I:0.02"
"Ind-488",0,"S:0.98|I:0.02"
"Ind-489",0,"S:0.98|I:0.02"
"Ind-490",0,"S:0.98|I:0.02"
"Ind-491",0,"S:0.98|I:0.02"
"Ind-492",0,"S:0.98|I:0.02"
"Ind-493",0,"S:0.98|I:0.02"
"Ind-494",0,"S:0.98|I:0.02"
"Ind-495",0,"S:0.98|I:0.02"
"Ind-496",0,"S:0.98|I:0.02"
"Ind-497",0,"S:0.98|I:0.02"
"Ind-498",0,"S:0.98|I:0.02"
"Ind-499",0,"S:0.98|I:0.02"
"Ind-500",0,"S:0.98|I:0.02"
"Ind-501",0,"S:0.98|I:0.02"
"Ind-502",0,"S:0.98|I:0.02"
"Ind-503",0,"S:0.98|I:0.02"
"Ind-504",0,"S:0.98|I:0.02"
"Ind-505",0,"S:0.98|I:0.02"
"Ind-506",0,"S:0.98|I:0.02"
"Ind-507",0,"S:0.98|I:0.02"
"Ind-508",0,"S:0.98|I:0.02"
"Ind-509",0,"S:0.98|I:0.02"
"Ind-510",0,"S:0.98|I:0.02"
"Ind-511",0,"S:0.98|I:0.02"
"Ind-512",0,"S:0.98|I:0.02"
"Ind-513",0,"S:0.98|I:0.02"
"Ind-514",0,"S:0.98|I:0.02"
"Ind-515",0,"S:0.98|I:0.02"
"Ind-516",0,"S:0.98|I:0.02"
"Ind-517",0,"S:0.98|I:0.02"
"Ind-518",0,"S:0.98|I:0.02"
"Ind-519",0,"S:0.98|I:0.02"
"Ind-520",0,"S:0.98|I:0.02"
"Ind-521",0,"S:0.98|I:0.02"
"Ind-522",0,"S:0.98|I:0.02"
"Ind-523",0,"S:0.98|I:0.02"
"Ind-524",0,"S:0.98|I:0.02"
"Ind-525",0,"S:0.98|I:0.02"
"Ind-526",0,"S:0.98|I:0.02"
"Ind-527",0,"S:0.98|I:0.02"
"Ind-528",0,"S:0.98|I:0.02"
"Ind-529",0,"S:0.98|I:0.02"
"Ind-530",0,"S:0.98|I:0.02"
"Ind-531",0,"S:0.98|I:0.02"
"Ind-532",0,"S:0.98|I:0.02"
"Ind-533",0,"S:0.98|I:0.02"
"Ind-534",0,"S:0.98|I:0.02"
"Ind-535",0,"S:0.98|I:0.02"
"Ind-536",0,"S:0.98|I:0.02"
"Ind-537",0,"S:0.98|I:0.02"
"Ind-538",0,"S:0.98|I:0.02"
"Ind-539",0,"S:0.98|I:0.02"
"Ind-540",0,"S:0.98|I:0.02"
"Ind-541",0,"S:0.98|I:0.02"
"Ind-542",0,"S:0.98|I:0.02"
"Ind-543",0,"S:0.98|I:0.02"
"Ind-544",0,"S:0.98|I:0.02"
"Ind-545",0,"S:0.98|I:0.02"
"Ind-546",0,"S:0.98|I:0.02"
"Ind-547",0,"S:0.98|I:0.02"
"Ind-548",0,"S:0.98|I:0.02"
"Ind-549",0,"S:0.98|I:0.02"
"Ind-550",0,"S:0.98|I:0.02"
"Ind-551",0,"S:0.98|I:0.02"
"Ind-552",0,"S:0.98|I:0.02"
"Ind-553",0,"S:0.98|I:0.02"
"Ind-554",0,"S:0.98|I:0.02"
"Ind-555",0,"S:0.98|I:0.02"
"Ind-556",0,"S:0.98|I:0.02"
"Ind-557",0,"S:0.98|I:0.02"
"Ind-558",0,"S:0.98|I:0.02"
"Ind-559",0,"S:0.98|I:0.02"
"Ind-560",0,"S:0.98|I:0.02"
"Ind-561",0,"S:0.98|I:0.02"
"Ind-562",0,"S:0.98|I:0.02"
"Ind-563",0,"S:0.98|I:0.02"
"Ind-564",0,"S:0.98|I:0.02"
"Ind-565",0,"S:0.98|I:0.02"
"Ind-566",0,"S:0.98|I:0.02"
"Ind-567",0,"S:0.98|I:0.02"
"Ind-568",0,"S:0.98|I:0.02"
"Ind-569",0,"S:0.98|I:0.02"
"Ind-570",0,"S:0.98|I:0.02"
"Ind-571",0,"S:0.98|I:0.02"
"Ind-572",0,"S:0.98|I:0.02"
"Ind-573",0,"S:0.98|I:0.02"
"Ind-574",0,"S:0.98|I:0.02"
"Ind-575",0,"S:0.98|I:0.02"
"Ind-576",0,"S:0.98|I:0.02"
"Ind-577",0,"S:0.98|I:0.02"
"Ind-578",0,"S:0.98|I:0.02"
"Ind-579",0,"S:0.98|I:0.02"
"Ind-580",0,"S:0.98|I:0.02"
"Ind-581",0,"S:0.98|I:0.02"
"Ind-582",0,"S:0.98|I:0.02"
"Ind-583",0,"S:0.98|I:0.02"
"Ind-584",0,"S:0.98|I:0.02"
"Ind-585",0,"S:0.98|I:0.02"
"Ind-586",0,"S:0.98|I:0.02"
"Ind-587",0,"S:0.98|I:0.02"
"Ind-588",0,"S:0.98|I:0.02"
"Ind-589",0,"S:0.98|I:0.02"
"Ind-590",0,"S:0.98|I:0.02"
"Ind-591",0,"S:0.98|I:0.02"
"Ind-592",0,"S:0.98|I:0.02"
"Ind-593",0,"S:0.98|I:0.02"
"Ind-594",0,"S:0.98|I:0.02"
"Ind-595",0,"S:0.98|I:0.02"
"Ind-596",0,"S:0.98|I:0.02"
"Ind-597",0,"S:0.98|I:0.02"
"Ind-598",0,"S:0.98|I:0.02"
"Ind-599",0,"S:0.98|I:0.02"
"Ind-600",0,"S:0.98|I:0.02"
"Ind-601",0,"S:0.98|I:0.02"
"Ind-602",0,"S:0.98|I:0.02"
"Ind-603",0,"S:0.98|I:0.02"
"Ind-604",0,"S:0.98|I:0.02"
"Ind-605",0,"S:0.98|I:0.02"
"Ind-606",0,"S:0.98|I:0.02"
"Ind-607",0,"S:0.98|I:0.02"
